,OMXS30 vs olja,OMXS30 vs ränta
2025-12-08,0.3747134116029216,-0.24467946734728022
2025-12-09,0.34635784925715,-0.12945098418359888
2025-12-10,0.6798022957588851,0.20012041061528424
2025-12-11,0.39049222601212336,0.15285387715691207
2025-12-12,0.3621396450688623,0.04502075195333147
2025-12-15,0.3453176909765918,0.12516368868700492
2025-12-16,0.5197646491633289,0.27682067465578425
2025-12-17,0.2977174561394016,0.25545441295221394
2025-12-18,0.19777456371855823,-0.30706251755888647
2025-12-19,0.21124906147954237,-0.2908591314097094
2025-12-22,0.17282114729492207,-0.26639715256910623
2025-12-23,0.11585392064408363,-0.22485600193604696
2025-12-29,0.0870950884749808,-0.30354937273742694
2025-12-30,0.18074170985271165,-0.20449755923761334
2026-01-02,0.21457502016559835,-0.1431066319478941
2026-01-05,0.3106105047211917,-0.18056513517732894
2026-01-07,-0.5204005221676563,-0.49350700627435146
2026-01-08,-0.6518215531980699,-0.6564782495588589
2026-01-09,-0.5223356274684856,-0.6303446655003785
2026-01-12,-0.5244342618553376,-0.657730553425745
2026-01-13,-0.5389533518639441,-0.5887096878863057
2026-01-14,-0.560928716797517,-0.5028416949297044
2026-01-15,-0.6818724238930771,-0.4199224048727605
2026-01-16,-0.6759054186109158,-0.44243543202802293
2026-01-20,-0.6437522405533246,-0.5830570334337636
2026-01-21,-0.6701771154275646,-0.5329087113232316
2026-01-22,-0.5472362760918208,-0.46694836672893264
2026-01-23,-0.4302412653212891,-0.407382364757367
2026-01-26,-0.575512081093939,-0.38175707804126613
2026-01-27,-0.46748775721449926,-0.3748509168981263
2026-01-28,-0.4795657708091433,-0.4232382275879904
2026-01-29,-0.44064484708660023,-0.44801973498218817
2026-01-30,-0.03152531175436648,-0.6286143950192616
2026-02-02,-0.3875504778372144,-0.5338735915878615
2026-02-03,-0.517445362943274,0.055604730931906106
2026-02-04,-0.34566485765944743,0.06608981574857156
2026-02-05,-0.010882052146978013,0.5006062587715917
2026-02-06,-0.005140392863395513,0.4751703807685441
2026-02-09,0.0026033839358743276,0.4847965093521216
2026-02-10,-0.029941886210199845,0.48323198678895535
2026-02-11,0.019717335496328325,0.7016808756347144
2026-02-12,0.20985633167071285,0.7721693062634114
2026-02-13,0.19904477039451918,0.8680979640970428
2026-02-17,0.898678306228642,0.8245516580214314
2026-02-18,0.9056884630671764,0.8522419394834139
2026-02-19,0.7904982520773449,0.7930858295110738
2026-02-20,0.6589586814950278,0.7495993214782858
2026-02-23,0.7212026787967308,0.8199549969602373
2026-02-24,0.5589826560648253,0.825448625291021
2026-02-25,0.5540060709856997,0.8106262809975892
2026-02-26,0.5447509091475423,0.8205232544807727
2026-02-27,0.38394626270587207,0.5755571192690442
2026-03-02,-0.4903180964266627,-0.3797053583370393
2026-03-03,-0.5702088373737609,-0.2992725531116189
2026-03-04,-0.7849566336753867,-0.3104113285385577
2026-03-05,-0.8057507608577782,-0.3984466289054867
2026-03-06,-0.7595579443010365,-0.3771113792720388
2026-03-09,-0.8113954103646317,-0.3909864317214703
2026-03-10,-0.89036256928125,-0.344234054464506
2026-03-11,-0.8893386543721117,-0.3468436454801721
2026-03-12,-0.793223267838627,-0.2620209799015904
2026-03-13,-0.772564636475741,-0.13278304915019282
2026-03-16,-0.7634365271891322,-0.12315085388327623
2026-03-17,-0.8151460710938722,-0.1806748568205998
2026-03-18,-0.8181776849247248,-0.2036507483054182
2026-03-19,-0.5868011869438083,-0.1382844331000442
2026-03-20,-0.5784782109117607,-0.2561367765351146
2026-03-23,-0.589206768159174,-0.37625861129971094
2026-03-24,-0.23146626705754017,-0.31764605629140524
2026-03-25,-0.2877264095819758,-0.43127923419835246
2026-03-26,-0.47393633578800637,-0.5533545727343275
2026-03-27,-0.4678865642146234,-0.5697384108221449
2026-03-30,-0.440806845666848,-0.6103324664502837
2026-03-31,-0.3247172433413856,-0.6300146053328152
2026-04-01,-0.5564614111004632,-0.5571007440835234
2026-04-02,-0.7186287747677087,-0.6090250258901552
2026-04-07,-0.7301883352332224,-0.5083159187479181
2026-04-08,-0.8567791611030082,-0.5421861898335458
2026-04-09,-0.8682461903576689,-0.578189802337713
2026-04-10,-0.8661899215118837,-0.5542592361015618
2026-04-13,-0.8683896410999885,-0.3726355203217714
2026-04-14,-0.85447221460658,-0.2931208352959298
2026-04-15,-0.8466130059876449,-0.4715729895508455
2026-04-16,-0.9216608897191766,-0.47068498979656914
2026-04-17,-0.9291174451037741,-0.6183631937132043
2026-04-20,-0.9238740451883874,-0.6673371348167668
2026-04-21,-0.9278357809531195,-0.697724711211728
2026-04-22,-0.8717432297697694,-0.6486189015684222
2026-04-23,-0.8827881621953652,-0.6465015085753247
2026-04-24,-0.806308588520803,-0.6690281677967191
2026-04-27,-0.8158370177830122,-0.7181016341074188
2026-04-28,-0.7797538428743683,-0.6631309245296584
2026-04-29,-0.7865731612531421,-0.6200631026130403
2026-04-30,-0.8547047492607422,-0.6892822201342302
2026-05-04,-0.4582337730636763,-0.36010971065084396
2026-05-05,-0.6490959931485224,-0.6242677603601806
2026-05-06,-0.8237568098728641,-0.7651423861641936
2026-05-07,-0.7257692838907869,-0.7786004996080129
2026-05-08,-0.7672302588706755,-0.6654590252144351
2026-05-11,-0.7324355674795052,-0.6653020223430183
2026-05-12,-0.7427935184854285,-0.6839685272671254
2026-05-13,-0.7288395830844613,-0.6865664119586894
2026-05-15,-0.7700511309430741,-0.6010313257168812
2026-05-18,-0.6817872362851648,-0.5694859163441219
2026-05-19,-0.6890489476200766,-0.5365199880074141
2026-05-20,-0.6931913751852169,-0.5496622432072406
2026-05-21,-0.4383681847838025,-0.37488708179895885
2026-05-22,-0.5631614804062677,-0.4545804255391907
2026-05-26,-0.614358752404036,-0.7477080277307596
2026-05-27,-0.4499472595706482,-0.7031063416247565
2026-05-28,-0.22243028349070554,-0.4423505170082326
2026-05-29,-0.23542564042118344,-0.4335941524133656
2026-06-01,-0.38225069711141835,-0.38193716210857553
2026-06-02,-0.2568850957795183,-0.4156759172694517
2026-06-03,-0.3213908859859434,-0.515040093741642
2026-06-04,-0.16504046471697434,-0.4006867018304352
2026-06-05,-0.10444626482126462,-0.49644066058579184
2026-06-08,-0.22155084671335598,-0.46153828476150266
2026-06-09,-0.03180707326890547,-0.24692769267338005
2026-06-10,-0.03374749003985118,-0.24991028138171717
2026-06-11,-0.1295370343679688,-0.41659325808631326
2026-06-12,-0.28336768960375885,-0.2424586530215995
2026-06-15,-0.16229836071577813,-0.21514641300534812
2026-06-16,-0.4781788569468394,-0.16884720015061216
2026-06-17,-0.2988057814403346,-0.019535151402131832
2026-06-18,-0.23546600301717457,-0.036495487551486086
2026-06-22,-0.27031559420636525,0.1811254737185355
2026-06-23,-0.23156080318569974,0.23994478152463386
2026-06-24,-0.30909557388721765,0.20550192246294355
2026-06-25,0.05922599336785475,0.29326058094271146
2026-06-26,0.1802568355137711,0.3224276642054782
2026-06-29,0.33019512576824456,0.22526721435722294
2026-06-30,0.47315563720245196,0.36717551637738566
2026-07-01,0.5637183093951509,0.21694037398337454
2026-07-02,0.5643529918880164,0.18774749363315713
2026-07-06,0.5709349997492394,0.18607566090207453
2026-07-07,0.31138994320062974,-4.843783032078849e-05
2026-07-08,-0.1804896136944219,-0.23940022885842954
2026-07-09,-0.3016625289119875,-0.48221553674130585
2026-07-10,-0.3843951873541833,-0.44429620093752836
2026-07-13,-0.5308497101898698,-0.6616763810944999
2026-07-14,-0.5364480897203561,-0.5447860198729457
2026-07-15,-0.49798711579566796,-0.5792199374494359
2026-07-16,-0.5782280768144286,-0.5647324031436091
2026-07-17,-0.5411547536781817,-0.5826903325708299
2026-07-20,-0.5119257795330889,-0.5506106096454833
2026-07-21,-0.4970854463226719,-0.4298132154424214
2026-07-22,-0.24149848753411363,-0.1372210408949533
2026-07-23,-0.108291905708888,0.033377694037607604
2026-07-24,-0.42403642308781636,-0.1401193541057587
2026-07-27,-0.4135349012768979,-0.16174090722832854
2026-07-28,-0.38017799957087417,-0.2010306996916289
2026-07-29,-0.4436896684708193,-0.3819471255867278
2026-07-30,-0.4764710290547783,-0.3163024155263502
2026-07-31,-0.44339977085033766,-0.32690470249755027
2026-08-03,-0.5145318231933153,-0.31952604204862933
2026-08-04,-0.5527215709305854,-0.4718397838480554
2026-08-05,-0.7378477492207081,-0.5794512610683946
2026-08-06,-0.6770635234811528,-0.5649805669423841
2026-08-07,-0.67991408696411,-0.4784325033693994
2026-08-10,-0.7390770102718189,-0.4989751446478015
2026-08-11,-0.7899138065207321,-0.4623415886650469
2026-08-12,-0.8088798643062776,-0.43199930901258315
2026-08-13,-0.7182466555469753,-0.37734888660992916
2026-08-14,-0.759417738119274,-0.6064858082587946
2026-08-17,-0.7081115831937541,-0.5269563729307031
2026-08-18,0.2304488999853773,0.3497867393230625
2026-08-19,0.30345931861814995,0.16398700656422555
2026-08-20,0.28101603754674137,0.33435953803323737
2026-08-21,0.07324816408994547,0.4309081327832315
2026-08-24,0.16719571282001755,0.46027971196545175
2026-08-25,-0.18280039286049893,0.09755046587936649
2026-08-26,-0.19122197888820686,0.11802725238137288
2026-08-27,-0.3431594805629425,0.03103398316898986
