serie,roll,tid,kategori,innehall,varde
krita_volym,kredit,2024-11,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",620161.0
krita_volym,kredit,2024-12,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",623749.0
krita_volym,kredit,2025-01,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",627260.0
krita_volym,kredit,2025-02,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",631513.0
krita_volym,kredit,2025-03,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",636960.0
krita_volym,kredit,2025-04,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",642092.0
krita_volym,kredit,2025-05,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",651656.0
krita_volym,kredit,2025-06,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",652490.0
krita_volym,kredit,2025-07,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",653590.0
krita_volym,kredit,2025-08,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",657431.0
krita_volym,kredit,2025-09,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",651124.0
krita_volym,kredit,2025-10,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",653080.0
krita_volym,kredit,2025-11,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",648973.0
krita_volym,kredit,2025-12,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",649994.0
krita_volym,kredit,2026-01,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",649551.0
krita_volym,kredit,2026-02,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",651891.0
krita_volym,kredit,2026-03,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",654550.0
krita_volym,kredit,2026-04,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",663838.0
krita_volym,kredit,2026-05,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",666614.0
krita_volym,kredit,2026-06,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",672207.0
krita_volym,kredit,2026-07,"1.1 Fastighet - Kontor, lokaler m.m.","Utestående lånebelopp, mnkr",673408.0
krita_volym,kredit,2019-07,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",500599.0
krita_volym,kredit,2019-08,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",502248.0
krita_volym,kredit,2019-09,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",504761.0
krita_volym,kredit,2019-10,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",512295.0
krita_volym,kredit,2019-11,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",520694.0
krita_volym,kredit,2019-12,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",523964.0
krita_volym,kredit,2020-01,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",526871.0
krita_volym,kredit,2020-02,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",525161.0
krita_volym,kredit,2020-03,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",536438.0
krita_volym,kredit,2020-04,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",550689.0
krita_volym,kredit,2020-05,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",555577.0
krita_volym,kredit,2020-06,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",553241.0
krita_volym,kredit,2020-07,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",553820.0
krita_volym,kredit,2020-08,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",555034.0
krita_volym,kredit,2020-09,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",547911.0
krita_volym,kredit,2020-10,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",542650.0
krita_volym,kredit,2020-11,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",546916.0
krita_volym,kredit,2020-12,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",544393.0
krita_volym,kredit,2021-01,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",547218.0
krita_volym,kredit,2021-02,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",549805.0
krita_volym,kredit,2021-03,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",555484.0
krita_volym,kredit,2021-04,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",559654.0
krita_volym,kredit,2021-05,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",565682.0
krita_volym,kredit,2021-06,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",567864.0
krita_volym,kredit,2021-07,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",569345.0
krita_volym,kredit,2021-08,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",577205.0
krita_volym,kredit,2021-09,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",573375.0
krita_volym,kredit,2021-10,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",582603.0
krita_volym,kredit,2021-11,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",586998.0
krita_volym,kredit,2021-12,1.2 Fastighet - Bostäder,"Utestående lånebelopp, mnkr",589177.0
