serie,roll,tid,kategori,innehall,varde
hushall_bolan,kredit,2015-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",316
hushall_bolan,kredit,2015-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",321
hushall_bolan,kredit,2015-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",336
hushall_bolan,kredit,2015-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",338
hushall_bolan,kredit,2015-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",340
hushall_bolan,kredit,2015-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",343
hushall_bolan,kredit,2015-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",346
hushall_bolan,kredit,2015-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",353
hushall_bolan,kredit,2015-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",355
hushall_bolan,kredit,2015-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",357
hushall_bolan,kredit,2015-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",356
hushall_bolan,kredit,2015-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",358
hushall_bolan,kredit,2016-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",354
hushall_bolan,kredit,2016-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",353
hushall_bolan,kredit,2016-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",340
hushall_bolan,kredit,2016-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",336
hushall_bolan,kredit,2016-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",330
hushall_bolan,kredit,2016-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",335
hushall_bolan,kredit,2016-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",727
hushall_bolan,kredit,2016-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",730
hushall_bolan,kredit,2016-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",730
hushall_bolan,kredit,2016-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",738
hushall_bolan,kredit,2016-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",740
hushall_bolan,kredit,2016-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",735
hushall_bolan,kredit,2017-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",733
hushall_bolan,kredit,2017-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",742
hushall_bolan,kredit,2017-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",740
hushall_bolan,kredit,2017-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",743
hushall_bolan,kredit,2017-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",749
hushall_bolan,kredit,2017-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",723
hushall_bolan,kredit,2017-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",725
hushall_bolan,kredit,2017-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",738
hushall_bolan,kredit,2017-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",744
hushall_bolan,kredit,2017-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",748
hushall_bolan,kredit,2017-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",747
hushall_bolan,kredit,2017-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",752
hushall_bolan,kredit,2018-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",744
hushall_bolan,kredit,2018-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",770
hushall_bolan,kredit,2018-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",775
hushall_bolan,kredit,2018-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",788
hushall_bolan,kredit,2018-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",777
hushall_bolan,kredit,2018-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",780
hushall_bolan,kredit,2018-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",781
hushall_bolan,kredit,2018-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",807
hushall_bolan,kredit,2018-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",792
hushall_bolan,kredit,2018-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",800
hushall_bolan,kredit,2018-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",795
hushall_bolan,kredit,2018-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",761
hushall_bolan,kredit,2019-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",768
hushall_bolan,kredit,2019-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",798
hushall_bolan,kredit,2019-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",775
hushall_bolan,kredit,2019-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",796
hushall_bolan,kredit,2019-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",797
hushall_bolan,kredit,2019-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",787
hushall_bolan,kredit,2019-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",805
hushall_bolan,kredit,2019-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",811
hushall_bolan,kredit,2019-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",822
hushall_bolan,kredit,2019-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",822
hushall_bolan,kredit,2019-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",829
hushall_bolan,kredit,2019-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",837
hushall_bolan,kredit,2020-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",851
hushall_bolan,kredit,2020-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",854
hushall_bolan,kredit,2020-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",856
hushall_bolan,kredit,2020-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",846
hushall_bolan,kredit,2020-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",839
hushall_bolan,kredit,2020-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",836
hushall_bolan,kredit,2020-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",823
hushall_bolan,kredit,2020-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",821
hushall_bolan,kredit,2020-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",827
hushall_bolan,kredit,2020-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",851
hushall_bolan,kredit,2020-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",838
hushall_bolan,kredit,2020-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",802
hushall_bolan,kredit,2021-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1190
hushall_bolan,kredit,2021-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1216
hushall_bolan,kredit,2021-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1219
hushall_bolan,kredit,2021-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1215
hushall_bolan,kredit,2021-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1418
hushall_bolan,kredit,2021-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1416
hushall_bolan,kredit,2021-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1441
hushall_bolan,kredit,2021-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1483
hushall_bolan,kredit,2021-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1473
hushall_bolan,kredit,2021-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1477
hushall_bolan,kredit,2021-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1583
hushall_bolan,kredit,2021-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1592
hushall_bolan,kredit,2022-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1650
hushall_bolan,kredit,2022-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1686
hushall_bolan,kredit,2022-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1682
hushall_bolan,kredit,2022-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1719
hushall_bolan,kredit,2022-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1782
hushall_bolan,kredit,2022-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1837
hushall_bolan,kredit,2022-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1836
hushall_bolan,kredit,2022-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",1916
hushall_bolan,kredit,2022-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2022
hushall_bolan,kredit,2022-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2148
hushall_bolan,kredit,2022-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2198
hushall_bolan,kredit,2022-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2192
hushall_bolan,kredit,2023-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2235
hushall_bolan,kredit,2023-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2230
hushall_bolan,kredit,2023-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2236
hushall_bolan,kredit,2023-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2233
hushall_bolan,kredit,2023-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2259
hushall_bolan,kredit,2023-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2258
hushall_bolan,kredit,2023-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2247
hushall_bolan,kredit,2023-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2239
hushall_bolan,kredit,2023-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2240
hushall_bolan,kredit,2023-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2275
hushall_bolan,kredit,2023-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2272
hushall_bolan,kredit,2023-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2236
hushall_bolan,kredit,2024-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2282
hushall_bolan,kredit,2024-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2307
hushall_bolan,kredit,2024-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2334
hushall_bolan,kredit,2024-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2337
hushall_bolan,kredit,2024-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2326
hushall_bolan,kredit,2024-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2292
hushall_bolan,kredit,2024-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2305
hushall_bolan,kredit,2024-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2281
hushall_bolan,kredit,2024-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2284
hushall_bolan,kredit,2024-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2344
hushall_bolan,kredit,2024-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2354
hushall_bolan,kredit,2024-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2295
hushall_bolan,kredit,2025-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2313
hushall_bolan,kredit,2025-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2314
hushall_bolan,kredit,2025-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2300
hushall_bolan,kredit,2025-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2328
hushall_bolan,kredit,2025-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2359
hushall_bolan,kredit,2025-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2372
hushall_bolan,kredit,2025-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2396
hushall_bolan,kredit,2025-08,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2416
hushall_bolan,kredit,2025-09,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2405
hushall_bolan,kredit,2025-10,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2430
hushall_bolan,kredit,2025-11,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2474
hushall_bolan,kredit,2025-12,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2490
hushall_bolan,kredit,2026-01,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2517
hushall_bolan,kredit,2026-02,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2529
hushall_bolan,kredit,2026-03,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2541
hushall_bolan,kredit,2026-04,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2565
hushall_bolan,kredit,2026-05,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2605
hushall_bolan,kredit,2026-06,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2639
hushall_bolan,kredit,2026-07,MFI | hushåll | ägarlägenheter,"Utestående avtal, mnkr",2663
