"region","kön","näringsgren SNI 2007","födelseregion","sysselsatta efter arbetsställets belägenhet 2020","sysselsatta efter arbetsställets belägenhet 2021","sysselsatta efter arbetsställets belägenhet 2022","sysselsatta efter arbetsställets belägenhet 2023","sysselsatta efter arbetsställets belägenhet 2024","sysselsatta efter bostadens belägenhet 2020","sysselsatta efter bostadens belägenhet 2021","sysselsatta efter bostadens belägenhet 2022","sysselsatta efter bostadens belägenhet 2023","sysselsatta efter bostadens belägenhet 2024"
"1863 Hällefors","totalt","US uppgift saknas","totalt",86,72,64,72,10,91,75,70,72,14
"1863 Hällefors","totalt","US uppgift saknas","inrikes född",66,55,53,55,3,69,55,53,54,10
"1863 Hällefors","totalt","US uppgift saknas","utrikes född",18,18,15,15,7,22,20,21,19,6
"1864 Ljusnarsberg","män","A-U+US Total","totalt",854,830,842,864,859,1010,1021,1005,1011,988
"1864 Ljusnarsberg","män","A-U+US Total","inrikes född",737,710,710,742,741,869,865,848,852,843
"1864 Ljusnarsberg","män","A-U+US Total","utrikes född",113,123,132,122,116,140,155,156,158,145
"1864 Ljusnarsberg","män","A företag inom jordbruk, skogsbruk och fiske","totalt",28,33,29,32,28,46,50,43,43,38
"1864 Ljusnarsberg","män","A företag inom jordbruk, skogsbruk och fiske","inrikes född",29,31,28,28,28,44,49,43,41,37
"1864 Ljusnarsberg","män","A företag inom jordbruk, skogsbruk och fiske","utrikes född",0,3,3,3,3,0,3,3,3,3
"1864 Ljusnarsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",387,370,395,394,406,391,395,394,388,400
"1864 Ljusnarsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",343,327,345,349,358,343,346,344,344,351
"1864 Ljusnarsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",44,42,48,44,43,50,52,51,47,47
"1864 Ljusnarsberg","män","D+E företag inom energi och miljö","totalt",16,16,18,16,21,24,22,22,24,26
"1864 Ljusnarsberg","män","D+E företag inom energi och miljö","inrikes född",16,16,12,18,17,23,20,24,23,24
"1864 Ljusnarsberg","män","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","män","F byggindustri","totalt",99,91,86,85,90,149,147,146,148,143
"1864 Ljusnarsberg","män","F byggindustri","inrikes född",89,81,82,79,78,142,134,132,125,123
"1864 Ljusnarsberg","män","F byggindustri","utrikes född",13,8,5,7,11,12,13,17,19,18
"1864 Ljusnarsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",54,54,64,65,56,68,63,65,71,61
"1864 Ljusnarsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",42,44,49,53,50,56,55,54,62,51
"1864 Ljusnarsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",9,7,13,13,5,11,10,13,9,9
"1864 Ljusnarsberg","män","H transport- och magasineringsföretag","totalt",18,6,3,6,8,40,37,34,37,37
"1864 Ljusnarsberg","män","H transport- och magasineringsföretag","inrikes född",18,6,3,6,8,37,40,32,33,33
"1864 Ljusnarsberg","män","H transport- och magasineringsföretag","utrikes född",0,0,0,0,0,3,0,3,7,5
"1864 Ljusnarsberg","män","I hotell och restauranger","totalt",10,17,14,13,11,13,18,17,21,20
"1864 Ljusnarsberg","män","I hotell och restauranger","inrikes född",6,4,7,7,8,8,5,9,7,10
"1864 Ljusnarsberg","män","I hotell och restauranger","utrikes född",10,9,5,6,5,11,13,9,10,11
"1864 Ljusnarsberg","män","J informations- och kommunikationsföretag","totalt",5,8,7,8,8,7,9,10,10,17
"1864 Ljusnarsberg","män","J informations- och kommunikationsföretag","inrikes född",5,8,7,8,7,7,7,10,10,14
"1864 Ljusnarsberg","män","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,3,3,3,0,0,3
"1864 Ljusnarsberg","män","K kreditinstitut och försäkringsbolag m.m.","totalt",0,3,3,0,0,0,0,0,0,0
"1864 Ljusnarsberg","män","K kreditinstitut och försäkringsbolag m.m.","inrikes född",0,3,3,0,0,0,0,0,0,0
"1864 Ljusnarsberg","män","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","män","L fastighetsbolag och fastighetsförvaltare","totalt",7,4,4,9,13,9,8,6,9,10
"1864 Ljusnarsberg","män","L fastighetsbolag och fastighetsförvaltare","inrikes född",7,4,4,9,8,7,7,6,10,10
"1864 Ljusnarsberg","män","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,0,0,0,3,4,3,3,0
"1864 Ljusnarsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",42,43,45,40,46,70,64,67,63,60
"1864 Ljusnarsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",31,30,31,33,37,60,52,50,51,52
"1864 Ljusnarsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",10,12,16,9,8,8,12,16,13,6
"1864 Ljusnarsberg","män","O civila myndigheter och försvaret","totalt",23,27,22,22,21,24,32,25,23,25
"1864 Ljusnarsberg","män","O civila myndigheter och försvaret","inrikes född",22,26,19,21,21,25,29,24,22,21
"1864 Ljusnarsberg","män","O civila myndigheter och försvaret","utrikes född",0,0,0,0,0,3,3,0,0,3
"1864 Ljusnarsberg","män","P utbildningsväsendet","totalt",57,57,51,48,45,51,54,54,47,47
"1864 Ljusnarsberg","män","P utbildningsväsendet","inrikes född",45,42,40,41,40,38,41,38,37,36
"1864 Ljusnarsberg","män","P utbildningsväsendet","utrikes född",16,15,13,7,7,13,12,13,8,9
"1864 Ljusnarsberg","män","Q enheter för vård och omsorg, socialtjänst","totalt",56,59,63,66,76,55,70,60,68,63
"1864 Ljusnarsberg","män","Q enheter för vård och omsorg, socialtjänst","inrikes född",42,43,46,53,54,42,49,42,49,47
"1864 Ljusnarsberg","män","Q enheter för vård och omsorg, socialtjänst","utrikes född",14,15,18,13,19,14,20,16,16,20
"1864 Ljusnarsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",29,31,28,33,33,26,24,35,29,36
"1864 Ljusnarsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",27,21,19,28,28,24,18,23,19,26
"1864 Ljusnarsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",3,9,6,8,7,5,4,11,8,10
"1864 Ljusnarsberg","män","US uppgift saknas","totalt",21,21,16,22,3,26,24,24,33,9
"1864 Ljusnarsberg","män","US uppgift saknas","inrikes född",13,17,15,18,0,18,19,23,24,8
"1864 Ljusnarsberg","män","US uppgift saknas","utrikes född",4,3,3,4,0,6,4,3,7,3
"1864 Ljusnarsberg","kvinnor","A-U+US Total","totalt",778,792,790,791,796,827,883,871,850,863
"1864 Ljusnarsberg","kvinnor","A-U+US Total","inrikes född",681,681,672,661,667,706,747,727,704,714
"1864 Ljusnarsberg","kvinnor","A-U+US Total","utrikes född",96,110,114,127,127,121,133,140,150,153
"1864 Ljusnarsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","totalt",10,7,6,9,11,13,12,12,10,12
"1864 Ljusnarsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","inrikes född",5,9,5,3,7,12,11,10,5,10
"1864 Ljusnarsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","utrikes född",3,3,3,0,0,3,3,3,0,0
"1864 Ljusnarsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",130,135,148,148,152,109,122,134,135,142
"1864 Ljusnarsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",114,117,132,131,133,95,106,111,117,120
"1864 Ljusnarsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",16,17,20,20,18,18,19,21,23,24
"1864 Ljusnarsberg","kvinnor","D+E företag inom energi och miljö","totalt",0,0,0,0,0,3,3,6,4,6
"1864 Ljusnarsberg","kvinnor","D+E företag inom energi och miljö","inrikes född",0,0,0,0,0,3,3,6,4,6
"1864 Ljusnarsberg","kvinnor","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","kvinnor","F byggindustri","totalt",12,7,14,10,9,7,14,16,14,16
"1864 Ljusnarsberg","kvinnor","F byggindustri","inrikes född",11,4,7,7,7,3,8,10,11,9
"1864 Ljusnarsberg","kvinnor","F byggindustri","utrikes född",4,0,3,3,3,0,0,4,3,3
"1864 Ljusnarsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",52,56,52,45,43,59,63,60,49,58
"1864 Ljusnarsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",51,48,42,34,38,56,60,51,45,47
"1864 Ljusnarsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",0,8,12,11,8,3,5,13,10,12
"1864 Ljusnarsberg","kvinnor","H transport- och magasineringsföretag","totalt",0,3,0,0,0,5,3,10,7,3
"1864 Ljusnarsberg","kvinnor","H transport- och magasineringsföretag","inrikes född",0,0,0,0,0,5,4,5,7,3
"1864 Ljusnarsberg","kvinnor","H transport- och magasineringsföretag","utrikes född",0,3,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","kvinnor","I hotell och restauranger","totalt",26,31,28,27,21,33,34,38,26,27
"1864 Ljusnarsberg","kvinnor","I hotell och restauranger","inrikes född",23,30,27,24,21,27,31,33,26,22
"1864 Ljusnarsberg","kvinnor","I hotell och restauranger","utrikes född",3,3,3,5,4,6,3,9,5,7
"1864 Ljusnarsberg","kvinnor","J informations- och kommunikationsföretag","totalt",4,5,3,0,3,5,7,3,3,3
"1864 Ljusnarsberg","kvinnor","J informations- och kommunikationsföretag","inrikes född",4,5,3,0,3,6,4,3,3,4
"1864 Ljusnarsberg","kvinnor","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,0,0,3,0,0,0
"1864 Ljusnarsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",7,3,3,3,3,7,4,4,4,3
"1864 Ljusnarsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",6,3,3,3,3,3,4,4,4,3
"1864 Ljusnarsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",5,8,5,3,3,6,9,7,7,4
"1864 Ljusnarsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",5,8,5,3,3,6,9,7,7,4
"1864 Ljusnarsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",27,29,37,34,37,54,62,65,65,69
"1864 Ljusnarsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",23,23,28,24,27,42,42,48,48,57
"1864 Ljusnarsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",6,11,9,9,6,13,18,18,16,13
"1864 Ljusnarsberg","kvinnor","O civila myndigheter och försvaret","totalt",27,27,26,27,27,28,32,30,31,30
"1864 Ljusnarsberg","kvinnor","O civila myndigheter och försvaret","inrikes född",21,20,24,26,24,17,27,21,23,25
"1864 Ljusnarsberg","kvinnor","O civila myndigheter och försvaret","utrikes född",4,4,4,3,0,10,7,9,9,7
"1864 Ljusnarsberg","kvinnor","P utbildningsväsendet","totalt",123,130,115,113,116,134,140,123,124,128
"1864 Ljusnarsberg","kvinnor","P utbildningsväsendet","inrikes född",106,105,99,93,97,120,119,106,101,107
"1864 Ljusnarsberg","kvinnor","P utbildningsväsendet","utrikes född",14,24,19,17,21,13,23,16,22,20
"1864 Ljusnarsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",300,302,293,316,320,311,323,308,305,315
"1864 Ljusnarsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",269,264,256,265,271,262,271,257,254,262
"1864 Ljusnarsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",35,37,39,48,49,47,48,47,50,51
"1864 Ljusnarsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",26,34,39,40,42,32,38,49,49,47
"1864 Ljusnarsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",21,29,34,34,33,24,29,44,40,37
"1864 Ljusnarsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",6,8,3,8,10,5,6,8,7,11
"1864 Ljusnarsberg","kvinnor","US uppgift saknas","totalt",17,20,13,15,3,20,19,16,12,5
"1864 Ljusnarsberg","kvinnor","US uppgift saknas","inrikes född",20,16,13,11,3,21,18,13,9,3
"1864 Ljusnarsberg","kvinnor","US uppgift saknas","utrikes född",0,3,0,0,0,0,3,0,3,3
"1864 Ljusnarsberg","totalt","A-U+US Total","totalt",1630,1622,1632,1651,1657,1840,1908,1880,1863,1853
"1864 Ljusnarsberg","totalt","A-U+US Total","inrikes född",1417,1388,1384,1402,1410,1577,1613,1582,1555,1557
"1864 Ljusnarsberg","totalt","A-U+US Total","utrikes född",210,235,245,251,244,265,289,301,312,298
"1864 Ljusnarsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",40,41,38,36,35,59,62,55,51,49
"1864 Ljusnarsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",34,40,34,31,32,55,60,49,48,49
"1864 Ljusnarsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",0,3,3,4,4,0,3,3,3,3
"1864 Ljusnarsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",517,505,546,542,559,506,515,527,530,540
"1864 Ljusnarsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",454,444,477,480,493,436,449,460,458,472
"1864 Ljusnarsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",58,62,73,65,66,69,70,69,73,72
"1864 Ljusnarsberg","totalt","D+E företag inom energi och miljö","totalt",16,19,16,17,19,27,22,26,30,30
"1864 Ljusnarsberg","totalt","D+E företag inom energi och miljö","inrikes född",15,18,14,18,20,21,21,26,28,28
"1864 Ljusnarsberg","totalt","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","totalt","F byggindustri","totalt",114,96,99,98,96,159,158,161,159,153
"1864 Ljusnarsberg","totalt","F byggindustri","inrikes född",96,85,91,83,84,145,142,141,138,131
"1864 Ljusnarsberg","totalt","F byggindustri","utrikes född",11,11,8,12,11,14,13,19,18,26
"1864 Ljusnarsberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",103,108,114,110,104,128,128,127,123,117
"1864 Ljusnarsberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",95,94,91,92,88,112,117,103,103,98
"1864 Ljusnarsberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",12,10,23,19,14,14,16,27,23,18
"1864 Ljusnarsberg","totalt","H transport- och magasineringsföretag","totalt",18,7,7,6,8,47,42,42,47,42
"1864 Ljusnarsberg","totalt","H transport- och magasineringsföretag","inrikes född",18,6,3,9,8,45,41,40,40,35
"1864 Ljusnarsberg","totalt","H transport- och magasineringsföretag","utrikes född",0,3,0,0,0,3,0,0,7,5
"1864 Ljusnarsberg","totalt","I hotell och restauranger","totalt",41,42,42,42,35,44,55,53,49,44
"1864 Ljusnarsberg","totalt","I hotell och restauranger","inrikes född",28,35,35,28,27,33,38,38,31,30
"1864 Ljusnarsberg","totalt","I hotell och restauranger","utrikes född",12,9,11,10,7,15,15,15,17,17
"1864 Ljusnarsberg","totalt","J informations- och kommunikationsföretag","totalt",7,13,10,9,13,13,18,13,15,21
"1864 Ljusnarsberg","totalt","J informations- och kommunikationsföretag","inrikes född",7,13,10,5,10,8,15,13,13,15
"1864 Ljusnarsberg","totalt","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,4,3,3,0,0,4
"1864 Ljusnarsberg","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",7,3,3,3,3,7,4,4,6,6
"1864 Ljusnarsberg","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",10,3,3,3,3,3,4,4,6,6
"1864 Ljusnarsberg","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",13,13,9,12,14,16,21,14,18,17
"1864 Ljusnarsberg","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",13,13,9,14,14,16,16,13,14,15
"1864 Ljusnarsberg","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,0,0,0,3,4,3,3,0
"1864 Ljusnarsberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",71,71,81,77,79,123,121,129,129,132
"1864 Ljusnarsberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",59,55,57,58,67,101,95,99,100,108
"1864 Ljusnarsberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",14,19,24,19,16,24,26,34,31,22
"1864 Ljusnarsberg","totalt","O civila myndigheter och försvaret","totalt",47,54,48,50,50,57,66,57,52,56
"1864 Ljusnarsberg","totalt","O civila myndigheter och försvaret","inrikes född",45,51,44,43,44,43,54,46,45,47
"1864 Ljusnarsberg","totalt","O civila myndigheter och försvaret","utrikes född",6,4,4,4,3,12,12,9,12,8
"1864 Ljusnarsberg","totalt","P utbildningsväsendet","totalt",179,188,169,157,160,187,191,178,167,173
"1864 Ljusnarsberg","totalt","P utbildningsväsendet","inrikes född",150,150,137,136,136,161,157,145,135,142
"1864 Ljusnarsberg","totalt","P utbildningsväsendet","utrikes född",30,35,31,25,27,26,35,31,32,29
"1864 Ljusnarsberg","totalt","Q enheter för vård och omsorg, socialtjänst","totalt",356,358,356,382,393,365,392,372,370,378
"1864 Ljusnarsberg","totalt","Q enheter för vård och omsorg, socialtjänst","inrikes född",312,305,300,316,327,306,320,302,303,308
"1864 Ljusnarsberg","totalt","Q enheter för vård och omsorg, socialtjänst","utrikes född",45,58,57,64,68,61,70,64,67,68
"1864 Ljusnarsberg","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",57,61,69,77,75,58,59,82,76,81
"1864 Ljusnarsberg","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",44,47,53,61,60,44,49,65,60,62
"1864 Ljusnarsberg","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",10,12,9,16,14,13,11,19,19,22
"1864 Ljusnarsberg","totalt","US uppgift saknas","totalt",39,42,27,39,4,49,46,40,45,13
"1864 Ljusnarsberg","totalt","US uppgift saknas","inrikes född",35,35,25,30,4,42,38,33,36,9
"1864 Ljusnarsberg","totalt","US uppgift saknas","utrikes född",4,7,5,7,3,8,8,7,10,4
"1880 Örebro","män","A-U+US Total","totalt",42774,44039,45085,45346,45084,38317,39252,40251,40387,40273
"1880 Örebro","män","A-U+US Total","inrikes född",34617,35152,35546,35577,35412,30566,30905,31273,31196,31036
"1880 Örebro","män","A-U+US Total","utrikes född",8157,8887,9537,9765,9675,7756,8352,8981,9192,9232
"1880 Örebro","män","A företag inom jordbruk, skogsbruk och fiske","totalt",653,637,603,601,577,607,600,577,581,554
"1880 Örebro","män","A företag inom jordbruk, skogsbruk och fiske","inrikes född",619,603,570,570,554,584,578,544,550,524
"1880 Örebro","män","A företag inom jordbruk, skogsbruk och fiske","utrikes född",36,31,35,30,29,22,25,32,31,29
"1880 Örebro","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",4693,4812,4846,4872,4923,4720,4843,4950,5064,5186
"1880 Örebro","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",3920,3956,3954,3995,4008,3875,3938,3979,4056,4128
"1880 Örebro","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",770,857,892,875,914,845,908,978,1007,1058
"1880 Örebro","män","D+E företag inom energi och miljö","totalt",363,414,385,408,400,370,395,384,387,400
"1880 Örebro","män","D+E företag inom energi och miljö","inrikes född",324,375,348,367,361,329,355,342,349,353
"1880 Örebro","män","D+E företag inom energi och miljö","utrikes född",36,41,37,40,38,41,41,38,41,47
"1880 Örebro","män","F byggindustri","totalt",5327,5472,5618,5567,5427,4258,4355,4418,4350,4249
"1880 Örebro","män","F byggindustri","inrikes född",4783,4829,4872,4775,4679,3799,3829,3830,3749,3697
"1880 Örebro","män","F byggindustri","utrikes född",543,644,749,793,747,461,529,588,597,551
"1880 Örebro","män","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",6212,6410,6676,6735,6796,5590,5767,6072,6035,6034
"1880 Örebro","män","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",5200,5235,5384,5347,5394,4615,4670,4831,4745,4732
"1880 Örebro","män","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",1010,1175,1291,1390,1403,971,1097,1237,1292,1304
"1880 Örebro","män","H transport- och magasineringsföretag","totalt",3361,3483,3477,3442,3422,2925,3042,3017,2926,3007
"1880 Örebro","män","H transport- och magasineringsföretag","inrikes född",2268,2285,2190,2148,2141,1942,1951,1909,1807,1843
"1880 Örebro","män","H transport- och magasineringsföretag","utrikes född",1093,1200,1286,1294,1285,982,1094,1109,1118,1162
"1880 Örebro","män","I hotell och restauranger","totalt",1284,1362,1395,1419,1395,1300,1370,1447,1431,1424
"1880 Örebro","män","I hotell och restauranger","inrikes född",557,619,620,644,656,556,620,635,634,642
"1880 Örebro","män","I hotell och restauranger","utrikes född",728,744,772,774,739,744,751,810,796,782
"1880 Örebro","män","J informations- och kommunikationsföretag","totalt",1945,2001,2073,2126,2035,1740,1842,1932,1983,1893
"1880 Örebro","män","J informations- och kommunikationsföretag","inrikes född",1807,1843,1898,1946,1874,1603,1691,1753,1802,1734
"1880 Örebro","män","J informations- och kommunikationsföretag","utrikes född",137,153,176,184,155,135,149,178,181,161
"1880 Örebro","män","K kreditinstitut och försäkringsbolag m.m.","totalt",455,492,462,481,477,479,499,502,531,517
"1880 Örebro","män","K kreditinstitut och försäkringsbolag m.m.","inrikes född",385,408,375,401,408,418,422,416,444,443
"1880 Örebro","män","K kreditinstitut och försäkringsbolag m.m.","utrikes född",69,83,84,84,73,63,77,87,88,74
"1880 Örebro","män","L fastighetsbolag och fastighetsförvaltare","totalt",1056,1005,996,972,1013,964,923,902,877,903
"1880 Örebro","män","L fastighetsbolag och fastighetsförvaltare","inrikes född",915,878,868,834,885,824,799,775,744,779
"1880 Örebro","män","L fastighetsbolag och fastighetsförvaltare","utrikes född",141,128,128,137,128,138,126,127,131,123
"1880 Örebro","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",5114,5546,5826,5869,5697,4336,4684,4898,4961,4820
"1880 Örebro","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",4097,4303,4483,4533,4313,3455,3624,3738,3805,3614
"1880 Örebro","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",1018,1238,1344,1337,1387,883,1062,1160,1158,1207
"1880 Örebro","män","O civila myndigheter och försvaret","totalt",4111,4166,4053,4187,4405,2922,2867,2791,2813,2949
"1880 Örebro","män","O civila myndigheter och försvaret","inrikes född",3760,3813,3707,3842,4048,2601,2534,2457,2487,2591
"1880 Örebro","män","O civila myndigheter och försvaret","utrikes född",349,355,351,345,353,320,338,330,327,360
"1880 Örebro","män","P utbildningsväsendet","totalt",2706,2716,2711,2707,2659,2762,2744,2770,2760,2700
"1880 Örebro","män","P utbildningsväsendet","inrikes född",2174,2173,2182,2164,2146,2232,2199,2215,2201,2183
"1880 Örebro","män","P utbildningsväsendet","utrikes född",531,537,526,540,513,534,545,557,559,520
"1880 Örebro","män","Q enheter för vård och omsorg, socialtjänst","totalt",3605,3617,3921,4068,4106,3482,3490,3667,3818,3925
"1880 Örebro","män","Q enheter för vård och omsorg, socialtjänst","inrikes född",2341,2355,2557,2595,2620,2300,2302,2409,2410,2474
"1880 Örebro","män","Q enheter för vård och omsorg, socialtjänst","utrikes född",1262,1263,1370,1467,1489,1186,1191,1259,1406,1453
"1880 Örebro","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",1680,1680,1807,1691,1692,1559,1512,1595,1579,1556
"1880 Örebro","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",1287,1298,1359,1284,1292,1190,1159,1196,1201,1204
"1880 Örebro","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",389,387,449,409,395,372,356,403,380,350
"1880 Örebro","män","US uppgift saknas","totalt",215,228,233,190,58,296,303,330,295,153
"1880 Örebro","män","US uppgift saknas","inrikes född",176,180,173,137,31,239,236,244,213,102
"1880 Örebro","män","US uppgift saknas","utrikes född",42,49,57,56,24,59,69,83,81,53
"1880 Örebro","kvinnor","A-U+US Total","totalt",40338,41480,42788,43524,43396,36996,37928,39105,39783,39803
"1880 Örebro","kvinnor","A-U+US Total","inrikes född",33175,33844,34437,34834,34598,30217,30709,31202,31496,31377
"1880 Örebro","kvinnor","A-U+US Total","utrikes född",7166,7638,8351,8692,8798,6777,7217,7905,8287,8426
"1880 Örebro","kvinnor","A företag inom jordbruk, skogsbruk och fiske","totalt",233,225,239,231,233,221,226,227,230,219
"1880 Örebro","kvinnor","A företag inom jordbruk, skogsbruk och fiske","inrikes född",222,216,226,218,222,212,214,213,221,209
"1880 Örebro","kvinnor","A företag inom jordbruk, skogsbruk och fiske","utrikes född",8,13,13,10,13,6,11,12,7,11
"1880 Örebro","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",1259,1332,1414,1456,1438,1420,1467,1546,1555,1623
"1880 Örebro","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",1084,1129,1179,1213,1166,1233,1254,1314,1328,1360
"1880 Örebro","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",173,204,234,241,273,189,214,232,228,259
"1880 Örebro","kvinnor","D+E företag inom energi och miljö","totalt",123,142,147,162,158,133,147,146,157,158
"1880 Örebro","kvinnor","D+E företag inom energi och miljö","inrikes född",115,130,133,142,142,119,136,128,142,143
