"region","kön","näringsgren SNI 2007","födelseregion","sysselsatta efter arbetsställets belägenhet 2020","sysselsatta efter arbetsställets belägenhet 2021","sysselsatta efter arbetsställets belägenhet 2022","sysselsatta efter arbetsställets belägenhet 2023","sysselsatta efter arbetsställets belägenhet 2024","sysselsatta efter bostadens belägenhet 2020","sysselsatta efter bostadens belägenhet 2021","sysselsatta efter bostadens belägenhet 2022","sysselsatta efter bostadens belägenhet 2023","sysselsatta efter bostadens belägenhet 2024"
"1814 Lekeberg","kvinnor","I hotell och restauranger","utrikes född",11,11,12,6,6,10,7,7,7,10
"1814 Lekeberg","kvinnor","J informations- och kommunikationsföretag","totalt",0,3,5,3,3,18,25,28,22,21
"1814 Lekeberg","kvinnor","J informations- och kommunikationsföretag","inrikes född",0,3,5,3,3,18,23,29,20,19
"1814 Lekeberg","kvinnor","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,0,0,3,4,4,3
"1814 Lekeberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",20,18,16,15,16,16,17,20,20,25
"1814 Lekeberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",20,18,16,15,16,16,17,19,20,25
"1814 Lekeberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1814 Lekeberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",16,20,12,8,10,40,45,35,32,32
"1814 Lekeberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",16,18,12,8,6,35,43,34,30,32
"1814 Lekeberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,0,0,0,3,3,3,0,0
"1814 Lekeberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",42,45,55,59,56,126,140,167,160,157
"1814 Lekeberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",40,40,50,53,52,121,130,152,146,140
"1814 Lekeberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",3,4,4,3,0,9,7,15,12,15
"1814 Lekeberg","kvinnor","O civila myndigheter och försvaret","totalt",84,84,90,77,85,137,155,152,158,176
"1814 Lekeberg","kvinnor","O civila myndigheter och försvaret","inrikes född",79,76,82,69,81,134,148,146,150,165
"1814 Lekeberg","kvinnor","O civila myndigheter och försvaret","utrikes född",4,7,8,7,5,6,9,7,11,10
"1814 Lekeberg","kvinnor","P utbildningsväsendet","totalt",274,270,276,274,264,346,341,351,345,342
"1814 Lekeberg","kvinnor","P utbildningsväsendet","inrikes född",257,253,256,258,250,330,320,328,326,325
"1814 Lekeberg","kvinnor","P utbildningsväsendet","utrikes född",18,17,23,20,17,19,18,20,19,17
"1814 Lekeberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",466,443,455,419,452,636,648,646,628,647
"1814 Lekeberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",413,389,386,353,378,570,582,577,557,578
"1814 Lekeberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",54,58,70,67,76,69,61,70,69,70
"1814 Lekeberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",52,63,54,58,62,78,77,80,72,75
"1814 Lekeberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",49,57,48,53,58,75,77,72,72,72
"1814 Lekeberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",4,6,4,6,6,4,3,5,4,0
"1814 Lekeberg","kvinnor","US uppgift saknas","totalt",31,27,32,31,11,27,26,29,34,9
"1814 Lekeberg","kvinnor","US uppgift saknas","inrikes född",28,27,32,29,11,26,26,28,32,9
"1814 Lekeberg","kvinnor","US uppgift saknas","utrikes född",3,0,3,0,0,3,0,3,0,0
"1814 Lekeberg","totalt","A-U+US Total","totalt",2495,2512,2579,2521,2548,4177,4290,4431,4318,4321
"1814 Lekeberg","totalt","A-U+US Total","inrikes född",2248,2256,2288,2224,2265,3880,3961,4081,3988,3991
"1814 Lekeberg","totalt","A-U+US Total","utrikes född",246,256,292,294,287,302,331,354,331,328
"1814 Lekeberg","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",197,201,205,192,205,218,216,218,206,218
"1814 Lekeberg","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",195,195,198,190,202,211,213,218,200,216
"1814 Lekeberg","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",3,4,3,4,5,4,9,3,3,6
"1814 Lekeberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",159,145,162,144,145,488,497,529,495,510
"1814 Lekeberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",138,132,143,121,123,461,467,493,463,475
"1814 Lekeberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",19,17,18,23,24,29,29,36,35,35
"1814 Lekeberg","totalt","D+E företag inom energi och miljö","totalt",21,21,22,26,30,48,45,45,54,57
"1814 Lekeberg","totalt","D+E företag inom energi och miljö","inrikes född",21,21,22,25,30,48,45,45,54,54
"1814 Lekeberg","totalt","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,3
"1814 Lekeberg","totalt","F byggindustri","totalt",335,316,300,288,301,525,535,532,493,495
"1814 Lekeberg","totalt","F byggindustri","inrikes född",309,300,279,267,272,486,491,499,471,476
"1814 Lekeberg","totalt","F byggindustri","utrikes född",26,22,19,23,29,36,41,35,20,22
"1814 Lekeberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",144,158,155,164,151,467,472,492,500,483
"1814 Lekeberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",132,144,132,142,139,443,446,455,462,457
"1814 Lekeberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",16,16,23,24,15,22,32,36,37,26
"1814 Lekeberg","totalt","H transport- och magasineringsföretag","totalt",170,184,195,225,233,235,242,258,247,257
"1814 Lekeberg","totalt","H transport- och magasineringsföretag","inrikes född",159,167,177,203,220,227,231,236,230,240
"1814 Lekeberg","totalt","H transport- och magasineringsföretag","utrikes född",13,16,18,25,20,8,15,21,17,18
"1814 Lekeberg","totalt","I hotell och restauranger","totalt",87,103,118,112,97,82,89,93,100,95
"1814 Lekeberg","totalt","I hotell och restauranger","inrikes född",64,80,96,92,82,63,70,75,86,79
"1814 Lekeberg","totalt","I hotell och restauranger","utrikes född",20,21,23,19,15,16,16,18,19,15
"1814 Lekeberg","totalt","J informations- och kommunikationsföretag","totalt",5,11,15,14,17,89,104,106,101,93
"1814 Lekeberg","totalt","J informations- och kommunikationsföretag","inrikes född",5,11,12,14,17,83,96,98,92,87
"1814 Lekeberg","totalt","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,0,4,8,9,8,8
"1814 Lekeberg","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",28,24,23,21,23,32,35,42,39,38
"1814 Lekeberg","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",25,24,23,21,23,32,35,39,39,38
"1814 Lekeberg","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1814 Lekeberg","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",32,35,30,22,26,79,77,77,67,72
"1814 Lekeberg","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",32,34,31,22,22,70,77,71,64,70
"1814 Lekeberg","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,3,0,0,6,3,5,0,3
"1814 Lekeberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",118,125,139,135,157,304,325,362,352,343
"1814 Lekeberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",112,120,128,123,148,285,305,339,324,317
"1814 Lekeberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",5,5,11,11,10,16,23,23,26,28
"1814 Lekeberg","totalt","O civila myndigheter och försvaret","totalt",123,130,133,118,122,252,268,256,269,281
"1814 Lekeberg","totalt","O civila myndigheter och försvaret","inrikes född",112,119,123,106,112,230,252,242,253,265
"1814 Lekeberg","totalt","O civila myndigheter och försvaret","utrikes född",10,15,7,12,10,18,16,13,17,19
"1814 Lekeberg","totalt","P utbildningsväsendet","totalt",342,347,349,345,326,437,430,437,435,423
"1814 Lekeberg","totalt","P utbildningsväsendet","inrikes född",317,317,319,317,303,404,397,408,403,398
"1814 Lekeberg","totalt","P utbildningsväsendet","utrikes född",22,26,29,30,22,30,33,31,28,22
"1814 Lekeberg","totalt","Q enheter för vård och omsorg, socialtjänst","totalt",599,567,587,554,600,751,771,784,760,793
"1814 Lekeberg","totalt","Q enheter för vård och omsorg, socialtjänst","inrikes född",506,465,465,433,469,652,669,672,647,677
"1814 Lekeberg","totalt","Q enheter för vård och omsorg, socialtjänst","utrikes född",92,101,120,124,126,94,104,113,115,117
"1814 Lekeberg","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",80,90,86,97,96,134,137,141,148,140
"1814 Lekeberg","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",69,79,73,87,89,128,122,131,137,133
"1814 Lekeberg","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",9,11,12,10,8,6,12,9,8,6
"1814 Lekeberg","totalt","US uppgift saknas","totalt",50,46,59,56,18,53,50,60,61,15
"1814 Lekeberg","totalt","US uppgift saknas","inrikes född",48,46,59,56,18,51,50,59,63,15
"1814 Lekeberg","totalt","US uppgift saknas","utrikes född",3,0,3,0,0,3,0,3,0,0
"1860 Laxå","män","A-U+US Total","totalt",1341,1376,1370,1356,1359,1386,1364,1377,1384,1338
"1860 Laxå","män","A-U+US Total","inrikes född",1112,1133,1113,1100,1097,1164,1158,1152,1133,1105
"1860 Laxå","män","A-U+US Total","utrikes född",232,236,256,256,265,223,206,226,251,232
"1860 Laxå","män","A företag inom jordbruk, skogsbruk och fiske","totalt",72,76,67,61,59,73,72,64,68,67
"1860 Laxå","män","A företag inom jordbruk, skogsbruk och fiske","inrikes född",68,69,67,57,56,65,63,61,55,63
"1860 Laxå","män","A företag inom jordbruk, skogsbruk och fiske","utrikes född",7,6,3,5,3,7,11,8,11,7
"1860 Laxå","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",674,684,696,685,685,492,470,494,503,476
"1860 Laxå","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",571,569,564,553,548,429,411,418,412,398
"1860 Laxå","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",104,115,133,133,138,60,62,74,89,82
"1860 Laxå","män","D+E företag inom energi och miljö","totalt",16,14,14,17,16,17,16,17,20,22
"1860 Laxå","män","D+E företag inom energi och miljö","inrikes född",13,11,8,15,12,13,16,18,21,20
"1860 Laxå","män","D+E företag inom energi och miljö","utrikes född",3,3,3,3,3,3,3,0,0,3
"1860 Laxå","män","F byggindustri","totalt",98,101,101,104,102,174,168,176,169,157
"1860 Laxå","män","F byggindustri","inrikes född",94,95,98,100,97,159,157,164,154,149
"1860 Laxå","män","F byggindustri","utrikes född",7,6,5,4,4,10,9,16,14,9
"1860 Laxå","män","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",141,152,148,134,126,168,183,177,170,155
"1860 Laxå","män","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",116,121,121,111,104,144,159,153,147,134
"1860 Laxå","män","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",30,32,24,23,21,26,28,26,26,22
"1860 Laxå","män","H transport- och magasineringsföretag","totalt",27,35,36,30,32,82,82,80,73,75
"1860 Laxå","män","H transport- och magasineringsföretag","inrikes född",27,31,31,26,29,70,68,70,65,59
"1860 Laxå","män","H transport- och magasineringsföretag","utrikes född",0,3,3,4,4,8,10,7,9,9
"1860 Laxå","män","I hotell och restauranger","totalt",35,33,30,41,49,39,38,34,45,39
"1860 Laxå","män","I hotell och restauranger","inrikes född",16,18,13,21,26,19,20,16,21,24
"1860 Laxå","män","I hotell och restauranger","utrikes född",16,14,14,19,22,16,14,14,22,14
"1860 Laxå","män","J informations- och kommunikationsföretag","totalt",3,8,6,5,4,14,15,15,13,15
"1860 Laxå","män","J informations- och kommunikationsföretag","inrikes född",3,8,3,5,3,12,15,12,15,10
"1860 Laxå","män","J informations- och kommunikationsföretag","utrikes född",0,0,3,0,0,0,0,3,0,0
"1860 Laxå","män","K kreditinstitut och försäkringsbolag m.m.","totalt",0,0,0,0,0,3,0,0,0,0
"1860 Laxå","män","K kreditinstitut och försäkringsbolag m.m.","inrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","män","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","män","L fastighetsbolag och fastighetsförvaltare","totalt",28,32,25,31,29,28,33,25,29,29
"1860 Laxå","män","L fastighetsbolag och fastighetsförvaltare","inrikes född",25,27,21,27,25,25,32,22,25,26
"1860 Laxå","män","L fastighetsbolag och fastighetsförvaltare","utrikes född",3,3,4,3,3,3,3,3,3,3
"1860 Laxå","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",60,63,66,65,68,101,100,107,98,103
"1860 Laxå","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",48,56,53,55,59,80,84,84,80,79
"1860 Laxå","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",14,13,16,13,11,22,19,19,22,22
"1860 Laxå","män","O civila myndigheter och försvaret","totalt",33,21,22,15,14,38,33,30,24,22
"1860 Laxå","män","O civila myndigheter och försvaret","inrikes född",23,15,19,12,14,24,26,29,22,20
"1860 Laxå","män","O civila myndigheter och försvaret","utrikes född",9,4,5,5,4,14,5,4,5,3
"1860 Laxå","män","P utbildningsväsendet","totalt",33,36,39,33,26,28,23,27,26,21
"1860 Laxå","män","P utbildningsväsendet","inrikes född",25,29,31,30,28,25,21,22,21,20
"1860 Laxå","män","P utbildningsväsendet","utrikes född",6,8,7,3,0,7,4,4,0,0
"1860 Laxå","män","Q enheter för vård och omsorg, socialtjänst","totalt",64,63,64,68,118,74,65,78,75,116
"1860 Laxå","män","Q enheter för vård och omsorg, socialtjänst","inrikes född",43,44,45,42,72,50,44,45,44,70
"1860 Laxå","män","Q enheter för vård och omsorg, socialtjänst","utrikes född",17,20,19,28,44,26,20,30,31,45
"1860 Laxå","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",31,27,32,36,27,37,36,30,34,30
"1860 Laxå","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",27,19,25,28,25,31,27,23,28,27
"1860 Laxå","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",4,4,7,6,4,8,8,3,4,3
"1860 Laxå","män","US uppgift saknas","totalt",25,28,29,40,0,25,31,30,43,6
"1860 Laxå","män","US uppgift saknas","inrikes född",15,17,18,23,0,21,23,20,27,6
"1860 Laxå","män","US uppgift saknas","utrikes född",8,8,9,14,0,8,7,9,14,0
"1860 Laxå","kvinnor","A-U+US Total","totalt",971,973,990,995,1010,1114,1099,1137,1127,1113
"1860 Laxå","kvinnor","A-U+US Total","inrikes född",830,822,819,811,822,941,928,936,922,909
"1860 Laxå","kvinnor","A-U+US Total","utrikes född",143,151,173,183,187,174,174,201,202,206
"1860 Laxå","kvinnor","A företag inom jordbruk, skogsbruk och fiske","totalt",35,37,34,36,36,29,25,26,33,29
"1860 Laxå","kvinnor","A företag inom jordbruk, skogsbruk och fiske","inrikes född",24,25,26,22,27,27,26,25,23,22
"1860 Laxå","kvinnor","A företag inom jordbruk, skogsbruk och fiske","utrikes född",7,8,9,11,9,3,5,5,6,5
"1860 Laxå","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",150,149,159,149,152,122,123,137,130,133
"1860 Laxå","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",138,138,147,139,141,114,111,121,114,122
"1860 Laxå","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",10,12,14,13,10,14,11,14,15,13
"1860 Laxå","kvinnor","D+E företag inom energi och miljö","totalt",3,0,3,4,0,3,3,3,5,0
"1860 Laxå","kvinnor","D+E företag inom energi och miljö","inrikes född",3,0,3,4,0,3,3,3,5,0
"1860 Laxå","kvinnor","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","kvinnor","F byggindustri","totalt",5,8,9,12,11,21,20,16,18,16
"1860 Laxå","kvinnor","F byggindustri","inrikes född",8,8,4,9,7,22,16,15,15,14
"1860 Laxå","kvinnor","F byggindustri","utrikes född",3,3,5,6,6,3,3,5,6,6
"1860 Laxå","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",100,107,102,102,108,104,118,109,106,110
"1860 Laxå","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",91,97,93,88,94,92,111,97,93,99
"1860 Laxå","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",11,8,10,11,12,8,9,14,10,13
"1860 Laxå","kvinnor","H transport- och magasineringsföretag","totalt",0,3,3,0,0,39,35,24,24,21
"1860 Laxå","kvinnor","H transport- och magasineringsföretag","inrikes född",0,3,0,0,0,29,28,20,18,17
"1860 Laxå","kvinnor","H transport- och magasineringsföretag","utrikes född",0,0,3,0,0,8,6,4,7,3
"1860 Laxå","kvinnor","I hotell och restauranger","totalt",28,35,37,32,47,38,43,40,34,37
"1860 Laxå","kvinnor","I hotell och restauranger","inrikes född",18,20,16,18,30,23,30,22,24,24
"1860 Laxå","kvinnor","I hotell och restauranger","utrikes född",13,17,20,11,11,14,13,19,10,11
"1860 Laxå","kvinnor","J informations- och kommunikationsföretag","totalt",3,0,0,0,0,3,0,3,3,4
"1860 Laxå","kvinnor","J informations- och kommunikationsföretag","inrikes född",0,0,0,0,0,0,0,3,0,3
"1860 Laxå","kvinnor","J informations- och kommunikationsföretag","utrikes född",3,0,0,0,0,3,0,3,3,3
"1860 Laxå","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",8,9,8,11,11,11,13,13,13,19
"1860 Laxå","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",4,8,9,7,11,10,10,10,9,11
"1860 Laxå","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,3,3,3,4,3,3,3,3,6
"1860 Laxå","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",51,44,43,42,42,82,84,79,75,74
"1860 Laxå","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",38,38,34,31,31,63,63,58,56,54
"1860 Laxå","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",10,7,9,12,13,20,21,23,18,19
"1860 Laxå","kvinnor","O civila myndigheter och försvaret","totalt",67,56,48,45,42,73,70,73,67,69
"1860 Laxå","kvinnor","O civila myndigheter och försvaret","inrikes född",60,45,41,43,37,60,62,67,65,61
"1860 Laxå","kvinnor","O civila myndigheter och försvaret","utrikes född",12,6,4,3,5,12,8,8,3,3
"1860 Laxå","kvinnor","P utbildningsväsendet","totalt",156,161,170,178,173,175,170,173,176,177
"1860 Laxå","kvinnor","P utbildningsväsendet","inrikes född",126,126,127,133,132,145,133,133,131,141
"1860 Laxå","kvinnor","P utbildningsväsendet","utrikes född",30,37,41,44,42,32,34,42,43,39
"1860 Laxå","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",280,279,288,308,345,328,318,343,350,372
"1860 Laxå","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",245,243,245,257,276,285,273,293,292,294
"1860 Laxå","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",33,33,42,53,68,44,46,52,60,79
"1860 Laxå","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",47,46,45,47,40,54,42,53,58,48
"1860 Laxå","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",45,40,43,39,35,45,40,49,46,42
"1860 Laxå","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",4,3,3,7,5,6,7,8,9,9
"1860 Laxå","kvinnor","US uppgift saknas","totalt",34,34,39,35,3,33,35,40,41,3
"1860 Laxå","kvinnor","US uppgift saknas","inrikes född",26,22,29,22,3,26,27,27,28,3
"1860 Laxå","kvinnor","US uppgift saknas","utrikes född",11,13,13,13,0,9,7,11,12,0
"1860 Laxå","totalt","A-U+US Total","totalt",2314,2342,2362,2355,2371,2502,2464,2514,2511,2453
"1860 Laxå","totalt","A-U+US Total","inrikes född",1941,1955,1935,1914,1919,2106,2086,2090,2057,2015
"1860 Laxå","totalt","A-U+US Total","utrikes född",371,388,426,442,454,399,376,421,454,435
"1860 Laxå","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",107,113,100,94,95,103,99,95,100,99
"1860 Laxå","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",97,97,86,80,82,91,87,85,79,88
"1860 Laxå","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",9,14,11,16,14,11,14,8,16,13
"1860 Laxå","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",829,836,851,836,840,612,594,629,632,614
"1860 Laxå","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",709,708,706,692,689,539,521,538,529,519
"1860 Laxå","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",114,130,145,142,150,69,73,90,100,96
"1860 Laxå","totalt","D+E företag inom energi och miljö","totalt",16,17,17,20,19,19,17,21,26,23
"1860 Laxå","totalt","D+E företag inom energi och miljö","inrikes född",16,13,12,13,16,17,19,18,23,21
"1860 Laxå","totalt","D+E företag inom energi och miljö","utrikes född",3,3,3,3,3,3,3,0,0,3
"1860 Laxå","totalt","F byggindustri","totalt",109,111,112,116,114,191,187,195,186,175
"1860 Laxå","totalt","F byggindustri","inrikes född",102,100,102,109,105,179,173,178,169,162
"1860 Laxå","totalt","F byggindustri","utrikes född",8,10,10,8,11,13,12,17,19,12
"1860 Laxå","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",241,260,250,235,233,273,307,288,276,262
"1860 Laxå","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",204,219,213,199,201,235,268,251,238,231
"1860 Laxå","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",35,41,36,34,36,36,40,36,37,32
"1860 Laxå","totalt","H transport- och magasineringsföretag","totalt",29,35,37,34,36,119,113,104,99,95
"1860 Laxå","totalt","H transport- och magasineringsföretag","inrikes född",29,33,30,28,28,103,94,92,80,78
"1860 Laxå","totalt","H transport- och magasineringsföretag","utrikes född",0,3,3,4,7,14,17,15,15,16
"1860 Laxå","totalt","I hotell och restauranger","totalt",66,67,67,69,93,73,75,73,78,73
"1860 Laxå","totalt","I hotell och restauranger","inrikes född",33,38,32,39,55,38,50,40,47,47
"1860 Laxå","totalt","I hotell och restauranger","utrikes född",31,28,35,32,37,33,25,34,34,26
"1860 Laxå","totalt","J informations- och kommunikationsföretag","totalt",8,8,8,10,7,16,17,19,16,15
"1860 Laxå","totalt","J informations- och kommunikationsföretag","inrikes född",3,8,3,5,3,12,17,14,15,13
"1860 Laxå","totalt","J informations- och kommunikationsföretag","utrikes född",0,0,3,0,0,0,0,3,5,4
"1860 Laxå","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",0,0,0,0,0,3,0,0,0,0
"1860 Laxå","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",0,0,0,0,0,3,0,0,0,0
"1860 Laxå","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",35,38,34,38,42,41,47,35,42,45
"1860 Laxå","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",31,36,30,34,36,35,39,29,36,37
"1860 Laxå","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",4,4,4,4,7,5,3,4,4,12
"1860 Laxå","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",109,112,110,108,110,185,188,181,169,175
"1860 Laxå","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",85,93,84,86,88,142,151,143,132,133
"1860 Laxå","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",22,17,22,23,24,40,38,40,39,43
"1860 Laxå","totalt","O civila myndigheter och försvaret","totalt",101,73,67,59,55,111,103,104,93,92
"1860 Laxå","totalt","O civila myndigheter och försvaret","inrikes född",79,60,61,55,47,86,87,92,83,83
"1860 Laxå","totalt","O civila myndigheter och försvaret","utrikes född",21,12,7,6,8,26,15,10,9,7
"1860 Laxå","totalt","P utbildningsväsendet","totalt",189,196,207,210,198,204,194,199,202,201
"1860 Laxå","totalt","P utbildningsväsendet","inrikes född",154,154,156,160,157,166,156,157,158,159
"1860 Laxå","totalt","P utbildningsväsendet","utrikes född",36,41,48,51,42,37,37,44,46,38
"1860 Laxå","totalt","Q enheter för vård och omsorg, socialtjänst","totalt",342,341,356,375,457,404,385,420,426,488
"1860 Laxå","totalt","Q enheter för vård och omsorg, socialtjänst","inrikes född",290,288,292,298,343,332,317,336,336,366
"1860 Laxå","totalt","Q enheter för vård och omsorg, socialtjänst","utrikes född",53,55,64,74,110,67,68,87,92,124
"1860 Laxå","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",78,72,78,81,65,88,80,84,92,78
"1860 Laxå","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",66,63,69,68,57,79,66,75,78,68
"1860 Laxå","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",10,11,8,9,11,8,13,12,15,10
