"region","näringsgren SNI 2007","kön","Antal 2008","Antal 2009","Antal 2010","Antal 2011","Antal 2012","Antal 2013","Antal 2014","Antal 2015","Antal 2016","Antal 2017","Antal 2018"
"1880 Örebro","B+C tillverkning och utvinning","kvinnor",1310,1122,1131,1222,1277,1230,1243,1205,1209,1277,1379
"1880 Örebro","D+E energiförsörjning; miljöverksamhet","män",454,419,459,426,421,399,447,425,393,362,381
"1880 Örebro","D+E energiförsörjning; miljöverksamhet","kvinnor",140,120,136,138,116,108,121,129,129,111,126
"1880 Örebro","F byggverksamhet","män",4373,4198,4300,4475,4470,4433,4570,4774,5017,5308,5534
"1880 Örebro","F byggverksamhet","kvinnor",373,345,371,408,378,381,398,415,455,511,530
"1880 Örebro","G handel","män",5490,5294,5695,5905,5808,5886,5868,5807,5896,5960,6015
"1880 Örebro","G handel","kvinnor",4011,3835,3991,4070,4072,4063,4028,4047,4076,4091,3999
"1880 Örebro","H transport och magasinering","män",2934,2865,2966,2955,3039,3026,2932,3018,3037,3136,3191
"1880 Örebro","H transport och magasinering","kvinnor",728,717,713,728,723,741,699,749,744,751,801
"1880 Örebro","I hotell- och restaurangverksamhet","män",838,808,917,955,1027,1072,1097,1198,1253,1325,1286
"1880 Örebro","I hotell- och restaurangverksamhet","kvinnor",968,988,1105,1106,1182,1236,1258,1261,1293,1346,1277
"1880 Örebro","J information och kommunikation","män",1344,1348,1359,1474,1567,1536,1700,1723,1710,1851,1890
"1880 Örebro","J information och kommunikation","kvinnor",529,497,482,499,570,545,565,529,569,548,592
"1880 Örebro","K finans- och försäkringsverksamhet","män",383,395,398,390,408,409,461,468,461,414,392
"1880 Örebro","K finans- och försäkringsverksamhet","kvinnor",427,401,411,393,426,433,439,445,424,373,373
"1880 Örebro","L fastighetsverksamhet","män",778,794,832,846,828,854,867,884,892,907,926
"1880 Örebro","L fastighetsverksamhet","kvinnor",416,423,430,438,431,468,476,498,509,529,564
"1880 Örebro","M+N företagstjänster","män",3954,3598,3862,4065,4079,4001,4105,4383,4526,4902,5374
"1880 Örebro","M+N företagstjänster","kvinnor",3515,3175,3475,3511,3442,3295,3284,3437,3528,3626,3821
"1880 Örebro","O offentlig förvaltning och försvar","män",2061,2146,2179,2247,2337,2482,2473,2496,2689,2812,2908
"1880 Örebro","O offentlig förvaltning och försvar","kvinnor",2917,3025,3141,3200,3218,3406,3520,3534,3759,3952,4092
"1880 Örebro","P utbildning ","män",2258,2191,2294,2330,2346,2403,2366,2403,2436,2533,2616
"1880 Örebro","P utbildning ","kvinnor",5703,5679,5695,5592,5876,5932,5906,6112,6260,6444,6663
"1880 Örebro","Q vård och omsorg; sociala tjänster","män",2446,2527,2634,2686,2711,2812,2943,3030,3145,3315,3335
"1880 Örebro","Q vård och omsorg; sociala tjänster","kvinnor",10626,10654,10726,10845,11111,11171,11430,11880,11829,12235,12288
"1880 Örebro","R+S+T+U kulturella och personliga tjänster m.m.","män",1355,1332,1422,1415,1442,1492,1506,1500,1597,1661,1670
"1880 Örebro","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",1676,1642,1719,1684,1735,1840,1794,1779,1908,1904,2010
"1880 Örebro","00 okänd verksamhet","män",137,196,150,164,167,195,180,148,122,149,126
"1880 Örebro","00 okänd verksamhet","kvinnor",143,282,178,210,219,221,230,206,189,223,193
"1881 Kumla","A jordbruk, skogsbruk och fiske","män",73,65,73,92,105,104,105,105,92,85,66
"1881 Kumla","A jordbruk, skogsbruk och fiske","kvinnor",14,19,20,28,41,37,35,35,36,40,37
"1881 Kumla","B+C tillverkning och utvinning","män",1048,946,965,1031,1105,1082,1057,1067,1031,956,834
"1881 Kumla","B+C tillverkning och utvinning","kvinnor",571,482,466,493,494,483,434,398,372,343,293
"1881 Kumla","D+E energiförsörjning; miljöverksamhet","män",112,108,108,111,114,119,109,111,105,115,117
"1881 Kumla","D+E energiförsörjning; miljöverksamhet","kvinnor",29,33,32,35,40,40,36,36,40,45,48
"1881 Kumla","F byggverksamhet","män",534,593,626,624,535,578,608,629,700,685,665
"1881 Kumla","F byggverksamhet","kvinnor",50,46,45,33,35,33,39,44,45,52,49
"1881 Kumla","G handel","män",584,559,567,551,526,490,512,496,544,500,541
"1881 Kumla","G handel","kvinnor",325,335,309,328,318,300,307,300,324,312,341
"1881 Kumla","H transport och magasinering","män",186,160,161,128,137,148,148,152,162,174,166
"1881 Kumla","H transport och magasinering","kvinnor",58,46,49,43,50,48,47,50,49,51,53
"1881 Kumla","I hotell- och restaurangverksamhet","män",45,58,56,52,47,66,67,74,90,76,88
"1881 Kumla","I hotell- och restaurangverksamhet","kvinnor",68,71,59,68,72,70,79,75,78,64,48
"1881 Kumla","J information och kommunikation","män",29,35,27,27,33,26,30,32,45,48,32
"1881 Kumla","J information och kommunikation","kvinnor",8,10,6,8,5,7,6,8,8,16,8
"1881 Kumla","K finans- och försäkringsverksamhet","män",25,23,22,21,15,14,12,14,10,10,6
"1881 Kumla","K finans- och försäkringsverksamhet","kvinnor",24,21,21,26,23,20,25,26,20,16,11
"1881 Kumla","L fastighetsverksamhet","män",47,47,53,53,56,51,60,67,68,61,62
"1881 Kumla","L fastighetsverksamhet","kvinnor",38,42,58,58,72,87,85,87,107,110,106
"1881 Kumla","M+N företagstjänster","män",216,193,273,297,306,292,275,233,223,240,253
"1881 Kumla","M+N företagstjänster","kvinnor",148,145,233,244,236,232,214,192,185,181,182
"1881 Kumla","O offentlig förvaltning och försvar","män",370,413,411,422,438,444,473,467,504,512,487
"1881 Kumla","O offentlig förvaltning och försvar","kvinnor",282,316,340,380,383,413,463,513,517,509,518
"1881 Kumla","P utbildning ","män",155,146,148,149,149,154,150,156,186,184,181
"1881 Kumla","P utbildning ","kvinnor",693,697,657,640,685,697,686,703,736,782,775
"1881 Kumla","Q vård och omsorg; sociala tjänster","män",93,101,97,98,113,104,126,144,178,175,156
"1881 Kumla","Q vård och omsorg; sociala tjänster","kvinnor",788,751,777,770,817,832,841,892,924,955,913
"1881 Kumla","R+S+T+U kulturella och personliga tjänster m.m.","män",104,109,103,111,113,110,103,106,110,109,110
"1881 Kumla","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",159,171,169,176,186,188,174,178,188,179,189
"1881 Kumla","00 okänd verksamhet","män",98,91,108,110,95,110,114,117,100,116,97
"1881 Kumla","00 okänd verksamhet","kvinnor",112,99,138,140,122,124,146,132,145,143,113
"1882 Askersund","A jordbruk, skogsbruk och fiske","män",199,206,226,281,262,254,262,248,271,270,259
"1882 Askersund","A jordbruk, skogsbruk och fiske","kvinnor",46,48,51,65,70,72,69,72,72,82,83
"1882 Askersund","B+C tillverkning och utvinning","män",765,747,775,805,793,792,801,806,841,855,872
"1882 Askersund","B+C tillverkning och utvinning","kvinnor",256,247,250,245,250,250,254,245,260,257,275
"1882 Askersund","D+E energiförsörjning; miljöverksamhet","män",44,45,44,53,42,40,39,41,42,37,36
"1882 Askersund","D+E energiförsörjning; miljöverksamhet","kvinnor",19,18,18,21,18,21,24,24,24,24,24
"1882 Askersund","F byggverksamhet","män",324,335,320,335,338,363,396,386,389,411,425
"1882 Askersund","F byggverksamhet","kvinnor",18,18,17,17,24,22,24,34,37,38,44
"1882 Askersund","G handel","män",180,179,183,165,161,177,181,192,194,213,207
"1882 Askersund","G handel","kvinnor",170,162,157,155,152,169,165,178,175,166,172
"1882 Askersund","H transport och magasinering","män",126,161,167,155,198,194,190,184,185,193,192
"1882 Askersund","H transport och magasinering","kvinnor",36,38,40,38,37,43,40,43,41,42,43
"1882 Askersund","I hotell- och restaurangverksamhet","män",37,35,39,41,43,47,47,45,44,44,48
"1882 Askersund","I hotell- och restaurangverksamhet","kvinnor",76,77,76,78,87,75,79,81,74,74,81
"1882 Askersund","J information och kommunikation","män",12,14,12,13,7,10,9,9,8,17,17
"1882 Askersund","J information och kommunikation","kvinnor",5,3,3,2,1,3,3,6,7,5,7
"1882 Askersund","K finans- och försäkringsverksamhet","män",6,11,6,3,4,5,4,5,5,2,1
"1882 Askersund","K finans- och försäkringsverksamhet","kvinnor",10,10,10,9,11,9,9,7,8,8,3
"1882 Askersund","L fastighetsverksamhet","män",32,32,33,35,34,32,31,40,55,53,40
"1882 Askersund","L fastighetsverksamhet","kvinnor",15,15,17,17,18,15,16,16,24,25,15
"1882 Askersund","M+N företagstjänster","män",119,67,79,102,114,120,122,134,123,139,151
"1882 Askersund","M+N företagstjänster","kvinnor",93,68,59,82,71,86,89,90,96,106,103
"1882 Askersund","O offentlig förvaltning och försvar","män",44,49,47,50,30,38,33,39,41,43,46
"1882 Askersund","O offentlig förvaltning och försvar","kvinnor",62,54,46,68,52,52,43,47,55,65,61
"1882 Askersund","P utbildning ","män",58,58,56,46,43,46,60,61,51,53,53
"1882 Askersund","P utbildning ","kvinnor",307,293,282,272,268,267,285,316,353,367,360
"1882 Askersund","Q vård och omsorg; sociala tjänster","män",54,59,50,46,49,48,57,78,98,110,105
"1882 Askersund","Q vård och omsorg; sociala tjänster","kvinnor",623,648,611,568,567,556,592,645,674,658,612
"1882 Askersund","R+S+T+U kulturella och personliga tjänster m.m.","män",61,58,50,58,60,64,67,71,63,56,57
"1882 Askersund","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",74,72,78,84,93,95,95,88,89,85,86
"1882 Askersund","00 okänd verksamhet","män",21,15,30,35,45,62,57,36,57,55,52
"1882 Askersund","00 okänd verksamhet","kvinnor",44,38,97,72,118,168,164,80,81,79,62
"1883 Karlskoga","A jordbruk, skogsbruk och fiske","män",97,92,107,124,177,174,178,174,144,144,162
"1883 Karlskoga","A jordbruk, skogsbruk och fiske","kvinnor",27,20,33,37,41,49,57,56,50,52,69
"1883 Karlskoga","B+C tillverkning och utvinning","män",3479,3023,2852,2920,2935,2785,2617,2612,2724,2738,2859
"1883 Karlskoga","B+C tillverkning och utvinning","kvinnor",1201,1107,1010,1059,1082,940,874,871,936,977,1039
"1883 Karlskoga","D+E energiförsörjning; miljöverksamhet","män",195,193,164,172,174,190,201,208,212,220,198
"1883 Karlskoga","D+E energiförsörjning; miljöverksamhet","kvinnor",29,28,28,26,29,33,36,42,47,51,51
"1883 Karlskoga","F byggverksamhet","män",668,673,703,728,753,749,780,781,847,975,974
"1883 Karlskoga","F byggverksamhet","kvinnor",45,46,50,52,54,49,59,57,63,118,159
"1883 Karlskoga","G handel","män",735,693,710,657,666,728,762,733,746,739,723
"1883 Karlskoga","G handel","kvinnor",584,599,615,579,577,638,632,576,585,590,573
"1883 Karlskoga","H transport och magasinering","män",321,307,290,311,316,332,320,310,352,336,339
"1883 Karlskoga","H transport och magasinering","kvinnor",79,72,74,77,69,71,71,71,68,67,70
"1883 Karlskoga","I hotell- och restaurangverksamhet","män",110,116,124,129,137,148,142,160,149,154,168
"1883 Karlskoga","I hotell- och restaurangverksamhet","kvinnor",249,249,257,245,255,292,247,260,241,239,230
"1883 Karlskoga","J information och kommunikation","män",238,204,186,157,166,214,221,222,234,239,249
"1883 Karlskoga","J information och kommunikation","kvinnor",116,93,96,77,91,110,120,134,160,148,145
"1883 Karlskoga","K finans- och försäkringsverksamhet","män",62,50,33,28,27,33,27,24,20,19,17
"1883 Karlskoga","K finans- och försäkringsverksamhet","kvinnor",47,53,40,41,38,40,39,34,35,35,29
"1883 Karlskoga","L fastighetsverksamhet","män",137,144,134,136,134,144,145,145,169,157,154
"1883 Karlskoga","L fastighetsverksamhet","kvinnor",52,56,58,60,64,62,64,76,81,86,95
"1883 Karlskoga","M+N företagstjänster","män",877,895,958,1015,1021,958,1022,1019,918,955,838
"1883 Karlskoga","M+N företagstjänster","kvinnor",1037,1038,1042,1027,1110,964,979,944,846,824,708
"1883 Karlskoga","O offentlig förvaltning och försvar","män",291,276,261,254,264,262,266,278,288,298,268
"1883 Karlskoga","O offentlig förvaltning och försvar","kvinnor",394,389,370,390,398,388,405,439,432,458,425
"1883 Karlskoga","P utbildning ","män",258,234,235,232,244,275,238,273,285,303,298
"1883 Karlskoga","P utbildning ","kvinnor",793,769,803,820,818,858,803,827,899,930,944
"1883 Karlskoga","Q vård och omsorg; sociala tjänster","män",366,356,357,360,377,386,397,408,399,374,382
"1883 Karlskoga","Q vård och omsorg; sociala tjänster","kvinnor",2330,2175,2203,2183,2235,2287,2266,2363,2367,2252,2209
"1883 Karlskoga","R+S+T+U kulturella och personliga tjänster m.m.","män",218,208,228,223,239,252,260,275,279,255,268
"1883 Karlskoga","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",303,298,298,288,305,313,320,327,333,318,306
"1883 Karlskoga","00 okänd verksamhet","män",42,50,74,74,71,80,65,66,99,48,58
"1883 Karlskoga","00 okänd verksamhet","kvinnor",57,57,57,87,81,80,72,55,81,62,49
"1884 Nora","A jordbruk, skogsbruk och fiske","män",87,106,89,126,116,120,115,112,97,106,120
"1884 Nora","A jordbruk, skogsbruk och fiske","kvinnor",17,17,18,24,34,33,31,33,29,32,34
"1884 Nora","B+C tillverkning och utvinning","män",614,554,546,561,559,569,546,496,462,457,454
"1884 Nora","B+C tillverkning och utvinning","kvinnor",231,193,218,210,201,205,199,184,170,174,182
"1884 Nora","D+E energiförsörjning; miljöverksamhet","män",6,6,6,3,3,3,7,4,12,13,21
"1884 Nora","D+E energiförsörjning; miljöverksamhet","kvinnor",2,1,1,0,0,0,0,0,0,2,1
"1884 Nora","F byggverksamhet","män",295,297,333,335,327,276,257,274,267,300,281
"1884 Nora","F byggverksamhet","kvinnor",22,22,21,23,25,22,21,23,21,26,26
"1884 Nora","G handel","män",151,121,129,114,130,140,143,136,138,142,144
"1884 Nora","G handel","kvinnor",163,147,166,162,170,173,155,158,163,164,132
"1884 Nora","H transport och magasinering","män",105,104,102,112,109,105,101,89,98,94,81
"1884 Nora","H transport och magasinering","kvinnor",23,23,21,17,20,13,15,14,15,13,9
"1884 Nora","I hotell- och restaurangverksamhet","män",18,25,25,36,35,40,36,31,33,50,47
"1884 Nora","I hotell- och restaurangverksamhet","kvinnor",47,30,33,50,40,39,34,39,42,40,44
"1884 Nora","J information och kommunikation","män",20,21,19,24,20,21,19,21,19,18,17
"1884 Nora","J information och kommunikation","kvinnor",9,11,8,7,3,6,3,3,5,3,4
"1884 Nora","K finans- och försäkringsverksamhet","män",7,7,5,4,5,6,7,7,7,5,6
"1884 Nora","K finans- och försäkringsverksamhet","kvinnor",10,8,9,10,10,9,8,7,8,8,8
"1884 Nora","L fastighetsverksamhet","män",47,48,52,47,33,30,34,36,34,41,35
"1884 Nora","L fastighetsverksamhet","kvinnor",16,20,29,31,21,19,20,18,23,23,23
"1884 Nora","M+N företagstjänster","män",101,115,106,100,107,102,102,97,97,120,119
"1884 Nora","M+N företagstjänster","kvinnor",93,69,65,81,70,65,63,76,74,88,73
"1884 Nora","O offentlig förvaltning och försvar","män",34,38,34,43,48,56,48,57,51,64,73
"1884 Nora","O offentlig förvaltning och försvar","kvinnor",76,82,90,85,88,90,74,77,72,82,91
"1884 Nora","P utbildning ","män",67,71,72,69,64,67,66,74,88,86,91
"1884 Nora","P utbildning ","kvinnor",345,365,360,347,322,312,313,293,309,316,325
"1884 Nora","Q vård och omsorg; sociala tjänster","män",97,94,111,113,107,108,123,132,166,159,162
"1884 Nora","Q vård och omsorg; sociala tjänster","kvinnor",566,552,585,548,566,607,636,686,723,742,738
"1884 Nora","R+S+T+U kulturella och personliga tjänster m.m.","män",53,57,51,55,60,53,56,54,49,58,51
"1884 Nora","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",63,62,68,71,75,79,82,87,84,77,71
"1884 Nora","00 okänd verksamhet","män",14,16,14,26,27,25,26,26,31,20,22
"1884 Nora","00 okänd verksamhet","kvinnor",34,35,30,38,41,34,41,32,28,37,34
"1885 Lindesberg","A jordbruk, skogsbruk och fiske","män",284,287,273,360,342,362,365,342,346,326,313
"1885 Lindesberg","A jordbruk, skogsbruk och fiske","kvinnor",62,59,64,118,116,118,113,108,105,93,95
"1885 Lindesberg","B+C tillverkning och utvinning","män",2286,1951,2057,2272,2300,2228,2093,2061,2107,2143,2146
"1885 Lindesberg","B+C tillverkning och utvinning","kvinnor",566,486,552,629,635,618,584,576,587,635,643
"1885 Lindesberg","D+E energiförsörjning; miljöverksamhet","män",63,44,43,45,49,49,54,58,56,56,68
"1885 Lindesberg","D+E energiförsörjning; miljöverksamhet","kvinnor",20,13,10,12,14,12,14,17,16,13,16
"1885 Lindesberg","F byggverksamhet","män",504,544,571,607,599,621,640,619,683,709,686
"1885 Lindesberg","F byggverksamhet","kvinnor",36,44,39,47,48,52,51,43,44,52,49
"1885 Lindesberg","G handel","män",408,412,408,389,390,395,396,406,384,385,413
"1885 Lindesberg","G handel","kvinnor",366,351,331,339,329,350,316,314,323,326,306
"1885 Lindesberg","H transport och magasinering","män",242,233,243,263,270,264,271,282,286,277,273
"1885 Lindesberg","H transport och magasinering","kvinnor",65,62,54,65,63,61,62,54,55,64,56
"1885 Lindesberg","I hotell- och restaurangverksamhet","män",55,52,61,60,72,71,78,68,94,82,88
"1885 Lindesberg","I hotell- och restaurangverksamhet","kvinnor",67,58,67,82,84,73,75,92,123,83,92
"1885 Lindesberg","J information och kommunikation","män",34,34,31,33,29,28,36,25,20,28,20
"1885 Lindesberg","J information och kommunikation","kvinnor",17,11,12,13,14,15,13,15,15,12,15
"1885 Lindesberg","K finans- och försäkringsverksamhet","män",33,28,31,30,29,37,35,37,31,32,30
"1885 Lindesberg","K finans- och försäkringsverksamhet","kvinnor",54,52,46,50,47,44,46,39,39,36,40
"1885 Lindesberg","L fastighetsverksamhet","män",55,50,47,56,54,62,69,69,62,65,68
"1885 Lindesberg","L fastighetsverksamhet","kvinnor",27,35,37,43,49,46,44,48,43,38,39
"1885 Lindesberg","M+N företagstjänster","män",211,199,249,264,225,226,228,246,241,245,260
"1885 Lindesberg","M+N företagstjänster","kvinnor",249,247,282,274,273,277,292,302,302,322,306
"1885 Lindesberg","O offentlig förvaltning och försvar","män",218,207,194,191,199,195,185,205,216,224,246
"1885 Lindesberg","O offentlig förvaltning och försvar","kvinnor",352,348,351,325,335,352,357,339,360,372,380
"1885 Lindesberg","P utbildning ","män",334,323,322,338,317,337,340,359,391,391,401
"1885 Lindesberg","P utbildning ","kvinnor",939,922,922,922,903,924,902,951,988,997,1034
"1885 Lindesberg","Q vård och omsorg; sociala tjänster","män",384,363,350,344,356,379,382,427,464,418,402
"1885 Lindesberg","Q vård och omsorg; sociala tjänster","kvinnor",1869,1748,1730,1707,1744,1809,1839,1918,1893,1851,1803
"1885 Lindesberg","R+S+T+U kulturella och personliga tjänster m.m.","män",126,134,126,125,116,127,129,120,115,107,100
"1885 Lindesberg","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",165,159,167,178,169,183,180,183,190,180,176
"1885 Lindesberg","00 okänd verksamhet","män",49,46,37,47,55,50,50,43,43,40,36
"1885 Lindesberg","00 okänd verksamhet","kvinnor",57,51,42,70,54,67,62,70,49,70,53
