"region","kön","näringsgren SNI 2007","födelseregion","sysselsatta efter arbetsställets belägenhet 2020","sysselsatta efter arbetsställets belägenhet 2021","sysselsatta efter arbetsställets belägenhet 2022","sysselsatta efter arbetsställets belägenhet 2023","sysselsatta efter arbetsställets belägenhet 2024","sysselsatta efter bostadens belägenhet 2020","sysselsatta efter bostadens belägenhet 2021","sysselsatta efter bostadens belägenhet 2022","sysselsatta efter bostadens belägenhet 2023","sysselsatta efter bostadens belägenhet 2024"
"1863 Hällefors","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",5,5,3,3,2,6,6,3,1,3
"1863 Hällefors","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",5,5,3,3,2,6,6,3,1,3
"1863 Hällefors","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,1
"1863 Hällefors","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",13,12,11,11,12,12,12,12,12,12
"1863 Hällefors","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",12,11,10,10,11,12,12,11,11,12
"1863 Hällefors","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",3,3,3,2,2,1,1,0,1,0
"1863 Hällefors","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",65,63,69,72,69,73,71,74,72,76
"1863 Hällefors","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",56,52,54,56,55,65,60,59,56,59
"1863 Hällefors","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",9,12,15,16,13,8,11,15,16,19
"1863 Hällefors","kvinnor","O civila myndigheter och försvaret","totalt",32,29,26,29,29,51,48,41,37,34
"1863 Hällefors","kvinnor","O civila myndigheter och försvaret","inrikes född",30,28,25,29,27,47,45,38,36,32
"1863 Hällefors","kvinnor","O civila myndigheter och försvaret","utrikes född",3,0,0,0,0,4,4,2,1,2
"1863 Hällefors","kvinnor","P utbildningsväsendet","totalt",263,262,270,272,254,252,248,252,249,237
"1863 Hällefors","kvinnor","P utbildningsväsendet","inrikes född",233,227,229,231,217,222,215,216,214,207
"1863 Hällefors","kvinnor","P utbildningsväsendet","utrikes född",30,35,40,41,37,29,33,36,35,29
"1863 Hällefors","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",434,430,428,438,453,430,433,436,440,456
"1863 Hällefors","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",346,346,349,351,361,350,355,359,359,367
"1863 Hällefors","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",86,84,80,86,92,80,78,77,82,89
"1863 Hällefors","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",61,60,63,63,63,50,55,55,57,60
"1863 Hällefors","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",51,52,56,53,54,43,49,48,50,51
"1863 Hällefors","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",9,8,8,9,8,9,7,7,8,8
"1863 Hällefors","kvinnor","US uppgift saknas","totalt",42,37,35,29,5,42,38,37,30,6
"1863 Hällefors","kvinnor","US uppgift saknas","inrikes född",34,30,30,23,2,35,30,32,23,4
"1863 Hällefors","kvinnor","US uppgift saknas","utrikes född",7,8,5,5,3,8,8,6,5,3
"1863 Hällefors","totalt","A-U+US Total","totalt",2731,2758,2788,2745,2634,2784,2816,2836,2764,2692
"1863 Hällefors","totalt","A-U+US Total","inrikes född",2321,2333,2343,2290,2223,2366,2378,2385,2311,2264
"1863 Hällefors","totalt","A-U+US Total","utrikes född",408,425,444,455,411,418,438,452,453,427
"1863 Hällefors","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",78,79,75,74,66,89,93,88,84,72
"1863 Hällefors","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",72,75,73,71,64,81,86,84,78,68
"1863 Hällefors","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",5,5,2,4,1,9,8,4,5,3
"1863 Hällefors","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",702,713,735,710,686,657,677,689,662,645
"1863 Hällefors","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",647,654,668,650,628,604,619,624,599,583
"1863 Hällefors","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",54,59,67,59,55,53,58,65,63,62
"1863 Hällefors","totalt","D+E företag inom energi och miljö","totalt",19,21,22,24,29,20,18,18,20,24
"1863 Hällefors","totalt","D+E företag inom energi och miljö","inrikes född",18,22,21,23,29,18,17,16,18,23
"1863 Hällefors","totalt","D+E företag inom energi och miljö","utrikes född",1,3,1,0,1,2,4,2,0,0
"1863 Hällefors","totalt","F byggindustri","totalt",195,210,196,172,163,220,229,220,195,184
"1863 Hällefors","totalt","F byggindustri","inrikes född",175,185,172,150,147,195,200,194,173,165
"1863 Hällefors","totalt","F byggindustri","utrikes född",19,25,23,21,18,24,29,26,23,21
"1863 Hällefors","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",160,163,148,143,146,163,168,160,156,166
"1863 Hällefors","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",133,137,130,121,130,138,142,138,133,144
"1863 Hällefors","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",25,25,19,21,16,25,26,21,24,22
"1863 Hällefors","totalt","H transport- och magasineringsföretag","totalt",73,79,79,88,78,115,110,103,102,94
"1863 Hällefors","totalt","H transport- och magasineringsföretag","inrikes född",69,76,69,74,65,96,94,83,82,78
"1863 Hällefors","totalt","H transport- och magasineringsföretag","utrikes född",4,4,10,15,13,18,17,21,21,15
"1863 Hällefors","totalt","I hotell och restauranger","totalt",182,190,225,212,186,161,163,192,184,173
"1863 Hällefors","totalt","I hotell och restauranger","inrikes född",137,137,156,142,131,120,121,141,131,125
"1863 Hällefors","totalt","I hotell och restauranger","utrikes född",44,54,69,70,56,40,42,52,53,49
"1863 Hällefors","totalt","J informations- och kommunikationsföretag","totalt",14,19,18,12,8,13,18,22,19,16
"1863 Hällefors","totalt","J informations- och kommunikationsföretag","inrikes född",10,12,14,7,5,10,16,20,14,12
"1863 Hällefors","totalt","J informations- och kommunikationsföretag","utrikes född",3,6,5,4,1,1,1,2,4,4
"1863 Hällefors","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",6,4,4,4,3,9,8,5,4,5
"1863 Hällefors","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",6,4,4,4,3,9,8,5,4,5
"1863 Hällefors","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,1
"1863 Hällefors","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",35,32,36,25,31,34,35,40,27,34
"1863 Hällefors","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",28,27,27,20,24,28,29,32,24,30
"1863 Hällefors","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",7,5,10,5,7,7,6,9,2,4
"1863 Hällefors","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",123,120,128,133,137,153,147,159,160,167
"1863 Hällefors","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",106,100,99,103,109,132,121,121,123,128
"1863 Hällefors","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",16,22,29,31,29,20,26,38,37,38
"1863 Hällefors","totalt","O civila myndigheter och försvaret","totalt",54,51,51,61,55,92,95,86,85,79
"1863 Hällefors","totalt","O civila myndigheter och försvaret","inrikes född",51,49,48,57,53,84,84,76,78,73
"1863 Hällefors","totalt","O civila myndigheter och försvaret","utrikes född",3,1,2,4,3,8,13,10,7,6
"1863 Hällefors","totalt","P utbildningsväsendet","totalt",359,360,367,374,355,340,336,339,343,325
"1863 Hällefors","totalt","P utbildningsväsendet","inrikes född",305,300,306,308,295,292,282,287,286,278
"1863 Hällefors","totalt","P utbildningsväsendet","utrikes född",53,60,62,65,59,49,54,54,57,47
"1863 Hällefors","totalt","Q enheter för vård och omsorg, socialtjänst","totalt",549,539,532,548,586,540,536,537,547,589
"1863 Hällefors","totalt","Q enheter för vård och omsorg, socialtjänst","inrikes född",413,414,414,424,455,416,420,425,430,461
"1863 Hällefors","totalt","Q enheter för vård och omsorg, socialtjänst","utrikes född",137,124,117,124,129,123,116,111,117,128
"1863 Hällefors","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",97,98,102,99,102,92,97,98,103,107
"1863 Hällefors","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",80,82,84,81,83,74,79,81,83,88
"1863 Hällefors","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",18,17,18,20,18,19,19,18,20,19
"1863 Hällefors","totalt","US uppgift saknas","totalt",84,77,73,67,8,87,83,80,71,11
"1863 Hällefors","totalt","US uppgift saknas","inrikes född",67,59,59,53,4,69,61,61,54,6
"1863 Hällefors","totalt","US uppgift saknas","utrikes född",17,19,15,14,4,20,21,19,18,5
"1864 Ljusnarsberg","män","A-U+US Total","totalt",860,854,857,847,870,1020,1025,1023,1011,993
"1864 Ljusnarsberg","män","A-U+US Total","inrikes född",742,734,729,725,747,871,879,863,847,839
"1864 Ljusnarsberg","män","A-U+US Total","utrikes född",117,121,127,124,123,148,146,158,163,153
"1864 Ljusnarsberg","män","A företag inom jordbruk, skogsbruk och fiske","totalt",31,34,32,28,29,46,51,45,41,39
"1864 Ljusnarsberg","män","A företag inom jordbruk, skogsbruk och fiske","inrikes född",31,31,29,27,27,46,48,43,40,37
"1864 Ljusnarsberg","män","A företag inom jordbruk, skogsbruk och fiske","utrikes född",0,3,3,3,3,0,3,3,1,3
"1864 Ljusnarsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",380,383,390,391,399,390,403,399,392,395
"1864 Ljusnarsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",335,341,344,344,355,340,352,348,339,347
"1864 Ljusnarsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",44,42,47,48,44,51,51,51,54,49
"1864 Ljusnarsberg","män","D+E företag inom energi och miljö","totalt",16,16,18,12,19,22,23,24,22,25
"1864 Ljusnarsberg","män","D+E företag inom energi och miljö","inrikes född",15,15,15,12,16,20,22,21,20,23
"1864 Ljusnarsberg","män","D+E företag inom energi och miljö","utrikes född",1,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","män","F byggindustri","totalt",98,92,86,86,88,153,146,144,147,139
"1864 Ljusnarsberg","män","F byggindustri","inrikes född",89,83,80,78,77,141,135,131,128,120
"1864 Ljusnarsberg","män","F byggindustri","utrikes född",8,10,6,8,11,12,12,13,17,17
"1864 Ljusnarsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",56,56,63,66,66,69,69,71,73,68
"1864 Ljusnarsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",46,48,52,55,55,58,57,58,61,57
"1864 Ljusnarsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",8,9,11,11,11,11,12,12,12,11
"1864 Ljusnarsberg","män","H transport- och magasineringsföretag","totalt",21,12,5,4,8,41,40,35,36,38
"1864 Ljusnarsberg","män","H transport- och magasineringsföretag","inrikes född",19,12,5,4,6,37,38,34,32,33
"1864 Ljusnarsberg","män","H transport- och magasineringsföretag","utrikes född",3,0,0,0,0,4,3,2,4,6
"1864 Ljusnarsberg","män","I hotell och restauranger","totalt",14,14,16,16,17,15,15,16,22,21
"1864 Ljusnarsberg","män","I hotell och restauranger","inrikes född",6,6,9,10,9,6,5,9,10,10
"1864 Ljusnarsberg","män","I hotell och restauranger","utrikes född",9,8,7,7,8,9,10,9,11,9
"1864 Ljusnarsberg","män","J informations- och kommunikationsföretag","totalt",6,8,7,7,8,8,9,9,11,14
"1864 Ljusnarsberg","män","J informations- och kommunikationsföretag","inrikes född",5,8,7,6,6,7,8,7,11,13
"1864 Ljusnarsberg","män","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,3,3,3,3,0,3
"1864 Ljusnarsberg","män","K kreditinstitut och försäkringsbolag m.m.","totalt",0,3,3,0,0,0,0,0,1,0
"1864 Ljusnarsberg","män","K kreditinstitut och försäkringsbolag m.m.","inrikes född",0,3,3,0,0,0,0,0,1,0
"1864 Ljusnarsberg","män","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","män","L fastighetsbolag och fastighetsförvaltare","totalt",6,7,6,7,10,12,11,9,8,10
"1864 Ljusnarsberg","män","L fastighetsbolag och fastighetsförvaltare","inrikes född",6,8,6,7,8,9,8,5,6,8
"1864 Ljusnarsberg","män","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,0,0,0,3,4,2,3,3
"1864 Ljusnarsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",46,44,43,46,44,69,67,63,64,61
"1864 Ljusnarsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",38,33,34,34,37,59,56,50,51,51
"1864 Ljusnarsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",9,10,9,11,8,10,11,14,16,10
"1864 Ljusnarsberg","män","O civila myndigheter och försvaret","totalt",20,25,23,23,21,25,29,26,23,22
"1864 Ljusnarsberg","män","O civila myndigheter och försvaret","inrikes född",20,25,22,21,18,25,27,25,21,20
"1864 Ljusnarsberg","män","O civila myndigheter och försvaret","utrikes född",0,0,1,1,0,3,1,2,2,2
"1864 Ljusnarsberg","män","P utbildningsväsendet","totalt",55,52,55,48,47,51,48,56,46,43
"1864 Ljusnarsberg","män","P utbildningsväsendet","inrikes född",44,40,42,40,41,39,38,41,37,35
"1864 Ljusnarsberg","män","P utbildningsväsendet","utrikes född",11,11,14,6,7,11,11,15,9,9
"1864 Ljusnarsberg","män","Q enheter för vård och omsorg, socialtjänst","totalt",60,64,66,61,81,60,65,69,66,74
"1864 Ljusnarsberg","män","Q enheter för vård och omsorg, socialtjänst","inrikes född",48,46,47,46,61,44,46,48,48,53
"1864 Ljusnarsberg","män","Q enheter för vård och omsorg, socialtjänst","utrikes född",13,19,19,16,20,16,19,22,18,20
"1864 Ljusnarsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",29,30,29,29,35,28,28,32,29,32
"1864 Ljusnarsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",24,22,20,24,29,22,22,22,21,25
"1864 Ljusnarsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",4,7,7,6,7,6,6,10,7,8
"1864 Ljusnarsberg","män","US uppgift saknas","totalt",20,19,17,21,3,26,24,27,30,11
"1864 Ljusnarsberg","män","US uppgift saknas","inrikes född",17,17,15,17,3,20,19,23,24,9
"1864 Ljusnarsberg","män","US uppgift saknas","utrikes född",5,2,3,4,0,6,3,5,6,1
"1864 Ljusnarsberg","kvinnor","A-U+US Total","totalt",792,804,797,798,798,852,873,876,863,859
"1864 Ljusnarsberg","kvinnor","A-U+US Total","inrikes född",692,695,679,672,670,726,741,735,713,707
"1864 Ljusnarsberg","kvinnor","A-U+US Total","utrikes född",100,109,117,125,127,127,132,141,150,151
"1864 Ljusnarsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","totalt",10,8,6,8,10,13,12,11,9,11
"1864 Ljusnarsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","inrikes född",7,8,6,5,7,11,11,11,7,9
"1864 Ljusnarsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","utrikes född",3,3,3,0,0,3,3,3,0,0
"1864 Ljusnarsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",127,136,148,150,155,112,122,133,137,144
"1864 Ljusnarsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",112,118,129,130,136,95,105,114,114,121
"1864 Ljusnarsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",14,17,18,19,21,17,18,19,22,24
"1864 Ljusnarsberg","kvinnor","D+E företag inom energi och miljö","totalt",0,0,0,0,0,3,3,3,6,5
"1864 Ljusnarsberg","kvinnor","D+E företag inom energi och miljö","inrikes född",0,0,0,0,0,3,3,3,6,5
"1864 Ljusnarsberg","kvinnor","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","kvinnor","F byggindustri","totalt",11,11,11,10,10,8,9,12,14,14
"1864 Ljusnarsberg","kvinnor","F byggindustri","inrikes född",9,9,8,7,7,5,6,10,9,9
"1864 Ljusnarsberg","kvinnor","F byggindustri","utrikes född",3,1,2,3,4,1,1,2,4,4
"1864 Ljusnarsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",57,58,53,48,45,66,65,67,53,53
"1864 Ljusnarsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",53,54,44,39,38,60,59,56,42,44
"1864 Ljusnarsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",3,4,10,10,8,6,5,9,10,9
"1864 Ljusnarsberg","kvinnor","H transport- och magasineringsföretag","totalt",5,3,2,0,0,8,6,6,5,6
"1864 Ljusnarsberg","kvinnor","H transport- och magasineringsföretag","inrikes född",4,3,0,0,0,8,5,5,5,6
"1864 Ljusnarsberg","kvinnor","H transport- och magasineringsföretag","utrikes född",1,2,2,0,0,0,0,0,0,0
"1864 Ljusnarsberg","kvinnor","I hotell och restauranger","totalt",28,29,31,31,28,31,35,37,33,30
"1864 Ljusnarsberg","kvinnor","I hotell och restauranger","inrikes född",25,27,29,27,23,28,30,32,28,22
"1864 Ljusnarsberg","kvinnor","I hotell och restauranger","utrikes född",3,3,2,4,4,4,4,5,6,6
"1864 Ljusnarsberg","kvinnor","J informations- och kommunikationsföretag","totalt",4,5,3,2,3,5,8,6,2,2
"1864 Ljusnarsberg","kvinnor","J informations- och kommunikationsföretag","inrikes född",4,5,3,2,3,5,7,5,2,2
"1864 Ljusnarsberg","kvinnor","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,0,0,1,2,0,0
"1864 Ljusnarsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",7,5,3,3,3,6,5,4,5,4
"1864 Ljusnarsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",6,5,3,3,3,4,5,4,5,4
"1864 Ljusnarsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",1,0,0,0,0,1,0,0,0,0
"1864 Ljusnarsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",5,6,5,4,4,8,8,10,7,6
"1864 Ljusnarsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",5,6,5,4,4,8,8,8,7,5
"1864 Ljusnarsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,0,0,1,0,0,0,0,1
"1864 Ljusnarsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",28,31,37,32,34,58,61,61,61,66
"1864 Ljusnarsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",21,23,27,21,25,44,46,45,44,51
"1864 Ljusnarsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",8,9,10,10,8,14,16,15,15,14
"1864 Ljusnarsberg","kvinnor","O civila myndigheter och försvaret","totalt",25,25,24,33,27,29,31,29,35,31
"1864 Ljusnarsberg","kvinnor","O civila myndigheter och försvaret","inrikes född",22,22,22,30,24,19,22,20,26,24
"1864 Ljusnarsberg","kvinnor","O civila myndigheter och försvaret","utrikes född",4,4,4,3,1,10,8,7,8,7
"1864 Ljusnarsberg","kvinnor","P utbildningsväsendet","totalt",119,127,122,117,111,132,136,131,126,123
"1864 Ljusnarsberg","kvinnor","P utbildningsväsendet","inrikes född",104,106,104,97,94,118,116,114,104,103
"1864 Ljusnarsberg","kvinnor","P utbildningsväsendet","utrikes född",16,21,19,19,17,15,20,17,22,20
"1864 Ljusnarsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",313,306,292,305,323,316,317,308,312,310
"1864 Ljusnarsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",277,268,252,262,272,268,270,256,262,261
"1864 Ljusnarsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",38,39,41,44,50,48,47,50,51,51
"1864 Ljusnarsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",32,31,38,38,40,37,35,42,44,47
"1864 Ljusnarsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",26,27,32,31,33,31,29,36,37,38
"1864 Ljusnarsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",6,7,6,7,9,5,6,7,7,9
"1864 Ljusnarsberg","kvinnor","US uppgift saknas","totalt",17,21,17,15,3,21,23,19,15,3
"1864 Ljusnarsberg","kvinnor","US uppgift saknas","inrikes född",17,18,15,13,2,21,21,17,13,2
"1864 Ljusnarsberg","kvinnor","US uppgift saknas","utrikes född",1,1,2,1,0,1,1,1,2,3
"1864 Ljusnarsberg","totalt","A-U+US Total","totalt",1650,1658,1654,1645,1668,1872,1898,1899,1874,1850
"1864 Ljusnarsberg","totalt","A-U+US Total","inrikes född",1433,1429,1409,1398,1417,1598,1619,1600,1561,1546
"1864 Ljusnarsberg","totalt","A-U+US Total","utrikes född",216,230,245,250,251,275,279,300,313,305
"1864 Ljusnarsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",41,42,40,35,36,59,62,56,53,49
"1864 Ljusnarsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",37,39,37,31,33,56,58,54,49,46
"1864 Ljusnarsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",0,4,3,4,4,0,4,3,4,3
"1864 Ljusnarsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",506,518,539,541,556,502,526,531,528,540
"1864 Ljusnarsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",448,458,474,474,489,434,457,461,454,467
"1864 Ljusnarsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",59,60,66,68,66,68,69,71,75,73
"1864 Ljusnarsberg","totalt","D+E företag inom energi och miljö","totalt",17,17,18,15,21,26,24,26,28,30
"1864 Ljusnarsberg","totalt","D+E företag inom energi och miljö","inrikes född",16,17,17,14,19,23,23,25,26,28
"1864 Ljusnarsberg","totalt","D+E företag inom energi och miljö","utrikes född",1,0,0,0,0,0,0,0,0,0
"1864 Ljusnarsberg","totalt","F byggindustri","totalt",107,103,97,96,96,162,155,156,160,152
"1864 Ljusnarsberg","totalt","F byggindustri","inrikes född",97,92,88,85,82,146,142,141,138,130
"1864 Ljusnarsberg","totalt","F byggindustri","utrikes född",10,11,9,11,14,15,14,16,22,22
"1864 Ljusnarsberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",113,114,117,115,111,135,134,137,126,120
"1864 Ljusnarsberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",99,101,96,94,93,118,118,115,102,101
"1864 Ljusnarsberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",13,12,20,22,18,17,16,22,22,20
"1864 Ljusnarsberg","totalt","H transport- och magasineringsföretag","totalt",26,15,7,4,8,51,47,41,41,44
"1864 Ljusnarsberg","totalt","H transport- och magasineringsföretag","inrikes född",23,14,5,5,7,45,44,38,38,38
"1864 Ljusnarsberg","totalt","H transport- och magasineringsföretag","utrikes född",3,2,2,0,0,4,2,0,4,7
"1864 Ljusnarsberg","totalt","I hotell och restauranger","totalt",42,42,47,47,46,46,48,52,54,50
"1864 Ljusnarsberg","totalt","I hotell och restauranger","inrikes född",31,33,37,37,33,34,35,40,38,32
"1864 Ljusnarsberg","totalt","I hotell och restauranger","utrikes född",11,10,10,10,11,13,13,13,17,17
"1864 Ljusnarsberg","totalt","J informations- och kommunikationsföretag","totalt",7,12,8,8,11,14,16,16,14,17
"1864 Ljusnarsberg","totalt","J informations- och kommunikationsföretag","inrikes född",7,12,8,7,9,8,14,13,13,14
"1864 Ljusnarsberg","totalt","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,3,3,3,3,0,4
"1864 Ljusnarsberg","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",10,7,3,3,3,6,5,4,7,6
"1864 Ljusnarsberg","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",10,8,3,3,3,5,5,4,7,6
"1864 Ljusnarsberg","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",1,0,0,0,0,1,0,0,0,0
"1864 Ljusnarsberg","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",13,14,12,11,14,21,19,18,15,17
"1864 Ljusnarsberg","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",12,13,12,10,13,18,15,15,12,12
"1864 Ljusnarsberg","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,0,0,0,1,4,4,3,3,3
"1864 Ljusnarsberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",75,76,80,78,78,128,128,122,125,127
"1864 Ljusnarsberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",59,57,60,56,62,102,101,95,95,103
"1864 Ljusnarsberg","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",16,19,20,22,16,25,26,29,31,26
"1864 Ljusnarsberg","totalt","O civila myndigheter och försvaret","totalt",46,50,48,56,47,55,58,56,57,52
"1864 Ljusnarsberg","totalt","O civila myndigheter och försvaret","inrikes född",40,46,44,50,43,44,48,46,48,44
"1864 Ljusnarsberg","totalt","O civila myndigheter och försvaret","utrikes född",6,5,4,4,4,12,10,10,10,10
"1864 Ljusnarsberg","totalt","P utbildningsväsendet","totalt",174,178,178,164,158,183,184,186,171,167
"1864 Ljusnarsberg","totalt","P utbildningsväsendet","inrikes född",149,145,145,138,134,158,153,154,141,138
"1864 Ljusnarsberg","totalt","P utbildningsväsendet","utrikes född",26,33,33,26,25,26,31,32,31,28
