"region","kön","näringsgren SNI 2007","födelseregion","sysselsatta efter arbetsställets belägenhet 2020","sysselsatta efter arbetsställets belägenhet 2021","sysselsatta efter arbetsställets belägenhet 2022","sysselsatta efter arbetsställets belägenhet 2023","sysselsatta efter arbetsställets belägenhet 2024","sysselsatta efter bostadens belägenhet 2020","sysselsatta efter bostadens belägenhet 2021","sysselsatta efter bostadens belägenhet 2022","sysselsatta efter bostadens belägenhet 2023","sysselsatta efter bostadens belägenhet 2024"
"1860 Laxå","män","Q enheter för vård och omsorg, socialtjänst","inrikes född",41,45,42,42,66,47,45,44,46,64
"1860 Laxå","män","Q enheter för vård och omsorg, socialtjänst","utrikes född",18,22,20,25,40,26,28,28,32,43
"1860 Laxå","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",32,31,29,32,29,38,37,33,31,31
"1860 Laxå","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",26,24,24,26,25,32,31,28,26,27
"1860 Laxå","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",5,4,5,4,4,8,7,4,3,4
"1860 Laxå","män","US uppgift saknas","totalt",24,27,25,29,3,27,30,26,32,7
"1860 Laxå","män","US uppgift saknas","inrikes född",18,19,18,21,3,21,21,18,24,7
"1860 Laxå","män","US uppgift saknas","utrikes född",6,8,8,9,0,6,9,8,8,0
"1860 Laxå","kvinnor","A-U+US Total","totalt",989,978,989,999,1006,1125,1124,1128,1135,1113
"1860 Laxå","kvinnor","A-U+US Total","inrikes född",845,828,827,822,823,952,946,941,932,914
"1860 Laxå","kvinnor","A-U+US Total","utrikes född",145,149,162,177,184,173,179,190,204,201
"1860 Laxå","kvinnor","A företag inom jordbruk, skogsbruk och fiske","totalt",32,37,36,36,33,30,31,29,32,28
"1860 Laxå","kvinnor","A företag inom jordbruk, skogsbruk och fiske","inrikes född",24,29,28,26,22,25,27,26,28,23
"1860 Laxå","kvinnor","A företag inom jordbruk, skogsbruk och fiske","utrikes född",8,7,9,9,11,3,5,5,4,6
"1860 Laxå","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",150,153,160,156,150,118,124,132,139,132
"1860 Laxå","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",135,142,146,143,140,107,113,119,125,118
"1860 Laxå","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",14,12,13,13,11,11,11,13,14,13
"1860 Laxå","kvinnor","D+E företag inom energi och miljö","totalt",3,2,1,4,0,3,3,3,4,3
"1860 Laxå","kvinnor","D+E företag inom energi och miljö","inrikes född",3,2,1,4,0,3,3,3,4,3
"1860 Laxå","kvinnor","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","kvinnor","F byggindustri","totalt",7,8,8,9,12,20,19,16,17,16
"1860 Laxå","kvinnor","F byggindustri","inrikes född",8,8,6,7,8,19,18,16,14,13
"1860 Laxå","kvinnor","F byggindustri","utrikes född",3,3,4,5,6,3,3,4,5,6
"1860 Laxå","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",110,111,111,107,108,112,116,119,112,110
"1860 Laxå","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",97,100,100,95,96,98,105,106,100,98
"1860 Laxå","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",13,10,10,12,12,12,10,13,11,13
"1860 Laxå","kvinnor","H transport- och magasineringsföretag","totalt",1,3,3,1,2,36,34,31,30,24
"1860 Laxå","kvinnor","H transport- och magasineringsföretag","inrikes född",2,3,2,1,2,29,29,25,22,20
"1860 Laxå","kvinnor","H transport- och magasineringsföretag","utrikes född",0,0,1,1,0,6,4,5,8,5
"1860 Laxå","kvinnor","I hotell och restauranger","totalt",31,36,35,40,47,42,43,38,40,39
"1860 Laxå","kvinnor","I hotell och restauranger","inrikes född",20,22,19,24,31,27,27,23,26,25
"1860 Laxå","kvinnor","I hotell och restauranger","utrikes född",11,15,16,15,15,14,15,15,13,13
"1860 Laxå","kvinnor","J informations- och kommunikationsföretag","totalt",3,1,0,0,0,3,1,1,3,3
"1860 Laxå","kvinnor","J informations- och kommunikationsföretag","inrikes född",2,1,0,0,0,1,1,1,2,2
"1860 Laxå","kvinnor","J informations- och kommunikationsföretag","utrikes född",3,0,0,0,0,3,0,1,3,3
"1860 Laxå","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",0,0,0,0,0,2,0,0,0,1
"1860 Laxå","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",0,0,0,0,0,2,0,0,0,1
"1860 Laxå","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",9,9,10,10,9,13,13,13,13,13
"1860 Laxå","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",7,7,7,7,8,10,8,9,10,11
"1860 Laxå","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",0,3,3,3,1,3,4,3,3,2
"1860 Laxå","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",50,44,43,43,42,85,81,78,78,73
"1860 Laxå","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",41,35,33,33,31,66,62,59,56,55
"1860 Laxå","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",9,8,8,11,10,18,19,19,21,18
"1860 Laxå","kvinnor","O civila myndigheter och försvaret","totalt",61,54,49,47,42,68,72,69,67,68
"1860 Laxå","kvinnor","O civila myndigheter och försvaret","inrikes född",51,45,42,43,40,56,62,61,61,64
"1860 Laxå","kvinnor","O civila myndigheter och försvaret","utrikes född",10,9,5,4,3,12,10,8,6,3
"1860 Laxå","kvinnor","P utbildningsväsendet","totalt",157,161,163,172,173,173,177,174,173,174
"1860 Laxå","kvinnor","P utbildningsväsendet","inrikes född",126,128,127,128,131,143,141,137,131,135
"1860 Laxå","kvinnor","P utbildningsväsendet","utrikes född",30,33,36,44,41,32,35,37,43,38
"1860 Laxå","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",296,280,289,299,340,339,331,342,344,371
"1860 Laxå","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",262,244,248,252,273,298,284,289,288,299
"1860 Laxå","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",33,37,41,47,67,42,47,54,56,73
"1860 Laxå","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",44,42,44,42,42,48,44,51,53,55
"1860 Laxå","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",39,37,39,36,37,42,40,43,43,47
"1860 Laxå","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",6,5,5,6,5,6,7,8,10,7
"1860 Laxå","kvinnor","US uppgift saknas","totalt",37,38,38,36,2,36,38,36,35,3
"1860 Laxå","kvinnor","US uppgift saknas","inrikes född",28,26,27,22,3,28,27,26,23,2
"1860 Laxå","kvinnor","US uppgift saknas","utrikes född",8,11,11,13,1,9,10,10,14,1
"1860 Laxå","totalt","A-U+US Total","totalt",2339,2336,2352,2354,2350,2506,2488,2503,2504,2460
"1860 Laxå","totalt","A-U+US Total","inrikes född",1965,1953,1950,1923,1905,2124,2100,2097,2066,2027
"1860 Laxå","totalt","A-U+US Total","utrikes född",373,383,403,430,444,383,387,406,437,434
"1860 Laxå","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",105,110,105,99,95,102,100,95,98,97
"1860 Laxå","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",92,98,91,85,80,91,90,86,86,84
"1860 Laxå","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",13,12,12,13,16,11,10,8,11,13
"1860 Laxå","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",823,829,852,844,828,599,603,618,631,613
"1860 Laxå","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",702,708,714,702,682,529,534,536,539,516
"1860 Laxå","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",122,121,138,141,146,70,70,81,93,96
"1860 Laxå","totalt","D+E företag inom energi och miljö","totalt",16,18,15,18,17,19,20,19,24,24
"1860 Laxå","totalt","D+E företag inom energi och miljö","inrikes född",16,15,13,15,15,18,17,17,23,22
"1860 Laxå","totalt","D+E företag inom energi och miljö","utrikes född",1,3,3,3,3,1,3,0,0,1
"1860 Laxå","totalt","F byggindustri","totalt",116,109,106,110,113,194,188,187,184,178
"1860 Laxå","totalt","F byggindustri","inrikes född",108,101,100,101,105,181,175,171,166,165
"1860 Laxå","totalt","F byggindustri","utrikes född",8,8,6,9,8,13,13,15,19,13
"1860 Laxå","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",251,265,261,247,238,277,292,303,286,275
"1860 Laxå","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",207,223,225,211,203,236,253,264,248,240
"1860 Laxå","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",43,41,36,36,34,40,39,40,38,36
"1860 Laxå","totalt","H transport- och magasineringsföretag","totalt",37,35,37,36,36,117,113,110,109,102
"1860 Laxå","totalt","H transport- och magasineringsföretag","inrikes född",33,33,34,31,31,104,98,96,93,84
"1860 Laxå","totalt","H transport- och magasineringsföretag","utrikes född",4,1,2,6,4,14,16,14,17,17
"1860 Laxå","totalt","I hotell och restauranger","totalt",65,67,69,76,92,83,77,76,77,78
"1860 Laxå","totalt","I hotell och restauranger","inrikes född",38,39,37,44,54,52,49,47,46,49
"1860 Laxå","totalt","I hotell och restauranger","utrikes född",27,28,33,32,38,32,28,30,31,29
"1860 Laxå","totalt","J informations- och kommunikationsföretag","totalt",7,5,8,7,5,16,12,16,17,17
"1860 Laxå","totalt","J informations- och kommunikationsföretag","inrikes född",4,5,5,7,4,14,12,14,15,14
"1860 Laxå","totalt","J informations- och kommunikationsföretag","utrikes född",0,0,1,0,1,0,0,3,5,4
"1860 Laxå","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",0,0,0,0,0,3,2,0,1,0
"1860 Laxå","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",0,0,0,0,0,3,1,0,0,1
"1860 Laxå","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1860 Laxå","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",34,38,37,37,37,38,42,39,37,40
"1860 Laxå","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",30,32,32,31,32,32,35,33,31,34
"1860 Laxå","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",6,7,5,6,5,6,5,6,5,6
"1860 Laxå","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",113,105,107,107,109,188,180,178,179,175
"1860 Laxå","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",90,85,86,83,86,151,142,141,137,135
"1860 Laxå","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",23,21,21,24,22,37,39,38,42,40
"1860 Laxå","totalt","O civila myndigheter och försvaret","totalt",90,76,70,64,56,104,104,101,94,88
"1860 Laxå","totalt","O civila myndigheter och försvaret","inrikes född",74,60,59,57,49,81,85,86,83,81
"1860 Laxå","totalt","O civila myndigheter och försvaret","utrikes född",15,16,11,9,6,22,18,13,11,7
"1860 Laxå","totalt","P utbildningsväsendet","totalt",190,195,198,206,205,205,202,198,196,198
"1860 Laxå","totalt","P utbildningsväsendet","inrikes född",155,156,156,158,161,167,163,158,151,159
"1860 Laxå","totalt","P utbildningsväsendet","utrikes född",36,40,43,49,44,39,40,41,44,40
"1860 Laxå","totalt","Q enheter för vård och omsorg, socialtjänst","totalt",354,348,352,365,444,410,404,415,422,479
"1860 Laxå","totalt","Q enheter för vård och omsorg, socialtjänst","inrikes född",303,290,290,294,339,344,329,333,335,364
"1860 Laxå","totalt","Q enheter för vård och omsorg, socialtjänst","utrikes född",51,59,61,72,106,67,74,83,87,116
"1860 Laxå","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",76,73,74,73,70,85,81,85,84,86
"1860 Laxå","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",65,62,64,63,62,74,70,71,68,74
"1860 Laxå","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",11,13,9,10,9,10,12,12,14,14
"1860 Laxå","totalt","US uppgift saknas","totalt",60,64,63,64,5,64,68,61,65,10
"1860 Laxå","totalt","US uppgift saknas","inrikes född",46,47,45,44,4,48,49,44,45,9
"1860 Laxå","totalt","US uppgift saknas","utrikes född",13,19,19,21,1,15,19,17,21,1
"1861 Hallsberg","män","A-U+US Total","totalt",4421,4442,4488,4502,4393,4062,4152,4306,4313,4214
"1861 Hallsberg","män","A-U+US Total","inrikes född",3777,3770,3750,3748,3626,3390,3423,3483,3458,3397
"1861 Hallsberg","män","A-U+US Total","utrikes född",644,671,738,754,768,672,729,823,855,815
"1861 Hallsberg","män","A företag inom jordbruk, skogsbruk och fiske","totalt",189,182,172,176,179,186,175,171,172,172
"1861 Hallsberg","män","A företag inom jordbruk, skogsbruk och fiske","inrikes född",176,171,159,158,158,176,167,163,163,157
"1861 Hallsberg","män","A företag inom jordbruk, skogsbruk och fiske","utrikes född",14,11,13,18,22,11,7,7,8,16
"1861 Hallsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",1032,1018,1073,1146,1117,884,883,925,952,927
"1861 Hallsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",896,873,891,930,905,737,730,746,754,748
"1861 Hallsberg","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",136,147,184,217,212,147,153,181,198,181
"1861 Hallsberg","män","D+E företag inom energi och miljö","totalt",56,62,65,58,62,60,66,74,70,67
"1861 Hallsberg","män","D+E företag inom energi och miljö","inrikes född",51,58,59,52,59,55,59,66,62,59
"1861 Hallsberg","män","D+E företag inom energi och miljö","utrikes född",3,5,5,5,3,3,7,9,10,8
"1861 Hallsberg","män","F byggindustri","totalt",575,555,554,564,536,652,667,702,715,682
"1861 Hallsberg","män","F byggindustri","inrikes född",521,510,504,511,485,583,584,595,589,568
"1861 Hallsberg","män","F byggindustri","utrikes född",55,44,49,53,52,70,82,107,127,115
"1861 Hallsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",842,874,940,934,898,596,616,656,655,628
"1861 Hallsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",724,746,787,774,734,510,520,543,532,508
"1861 Hallsberg","män","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",118,128,154,159,164,87,96,112,123,121
"1861 Hallsberg","män","H transport- och magasineringsföretag","totalt",827,847,804,755,704,522,529,523,500,497
"1861 Hallsberg","män","H transport- och magasineringsföretag","inrikes född",692,708,673,649,601,425,427,412,399,403
"1861 Hallsberg","män","H transport- och magasineringsföretag","utrikes född",136,138,131,106,102,98,102,112,100,93
"1861 Hallsberg","män","I hotell och restauranger","totalt",43,46,53,50,54,58,61,73,77,77
"1861 Hallsberg","män","I hotell och restauranger","inrikes född",16,17,16,16,17,23,27,29,36,38
"1861 Hallsberg","män","I hotell och restauranger","utrikes född",28,28,37,34,37,35,35,43,42,39
"1861 Hallsberg","män","J informations- och kommunikationsföretag","totalt",21,22,21,22,19,74,81,78,75,74
"1861 Hallsberg","män","J informations- och kommunikationsföretag","inrikes född",19,20,20,20,18,67,74,73,70,67
"1861 Hallsberg","män","J informations- och kommunikationsföretag","utrikes född",2,0,0,0,0,7,6,5,5,6
"1861 Hallsberg","män","K kreditinstitut och försäkringsbolag m.m.","totalt",8,7,3,2,3,8,8,8,7,8
"1861 Hallsberg","män","K kreditinstitut och försäkringsbolag m.m.","inrikes född",7,7,2,2,3,8,7,7,5,7
"1861 Hallsberg","män","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1861 Hallsberg","män","L fastighetsbolag och fastighetsförvaltare","totalt",80,72,65,65,56,72,67,66,67,68
"1861 Hallsberg","män","L fastighetsbolag och fastighetsförvaltare","inrikes född",73,66,61,60,52,67,62,60,61,63
"1861 Hallsberg","män","L fastighetsbolag och fastighetsförvaltare","utrikes född",8,7,7,5,5,7,6,7,6,7
"1861 Hallsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",165,168,159,145,160,325,352,384,367,363
"1861 Hallsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",131,126,117,108,125,242,254,277,271,279
"1861 Hallsberg","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",34,43,41,38,34,82,97,106,96,84
"1861 Hallsberg","män","O civila myndigheter och försvaret","totalt",61,63,76,79,78,161,164,166,173,177
"1861 Hallsberg","män","O civila myndigheter och försvaret","inrikes född",55,55,63,64,67,153,154,159,161,163
"1861 Hallsberg","män","O civila myndigheter och försvaret","utrikes född",5,8,12,14,11,8,9,9,13,14
"1861 Hallsberg","män","P utbildningsväsendet","totalt",283,274,266,268,265,160,161,158,158,161
"1861 Hallsberg","män","P utbildningsväsendet","inrikes född",246,238,229,233,233,130,131,128,131,133
"1861 Hallsberg","män","P utbildningsväsendet","utrikes född",36,36,37,35,33,31,30,30,28,27
"1861 Hallsberg","män","Q enheter för vård och omsorg, socialtjänst","totalt",117,134,121,126,188,161,172,174,183,209
"1861 Hallsberg","män","Q enheter för vård och omsorg, socialtjänst","inrikes född",70,81,67,66,102,98,104,100,102,117
"1861 Hallsberg","män","Q enheter för vård och omsorg, socialtjänst","utrikes född",47,53,53,60,86,62,68,74,81,92
"1861 Hallsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",71,68,67,72,71,84,92,93,92,96
"1861 Hallsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",60,59,60,66,66,71,75,77,79,84
"1861 Hallsberg","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",11,9,6,6,5,13,17,16,13,12
"1861 Hallsberg","män","US uppgift saknas","totalt",53,52,51,43,3,58,58,56,50,5
"1861 Hallsberg","män","US uppgift saknas","inrikes född",41,39,42,37,3,47,45,47,43,5
"1861 Hallsberg","män","US uppgift saknas","utrikes född",12,14,9,5,0,11,14,9,6,2
"1861 Hallsberg","kvinnor","A-U+US Total","totalt",3521,3597,3663,3652,3608,3331,3387,3525,3572,3553
"1861 Hallsberg","kvinnor","A-U+US Total","inrikes född",3027,3060,3067,3020,2976,2819,2840,2896,2902,2876
"1861 Hallsberg","kvinnor","A-U+US Total","utrikes född",494,538,596,630,632,512,546,630,670,677
"1861 Hallsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","totalt",60,54,51,48,49,56,57,54,54,56
"1861 Hallsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","inrikes född",55,50,48,43,43,47,50,49,48,49
"1861 Hallsberg","kvinnor","A företag inom jordbruk, skogsbruk och fiske","utrikes född",5,3,3,3,6,7,6,6,6,6
"1861 Hallsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",323,332,368,407,395,241,246,261,274,275
"1861 Hallsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",289,294,324,353,345,211,210,221,229,229
"1861 Hallsberg","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",33,38,43,53,50,31,37,40,46,46
"1861 Hallsberg","kvinnor","D+E företag inom energi och miljö","totalt",8,12,11,13,17,17,18,20,24,26
"1861 Hallsberg","kvinnor","D+E företag inom energi och miljö","inrikes född",8,12,11,13,17,17,18,20,24,26
"1861 Hallsberg","kvinnor","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,0,0,0
"1861 Hallsberg","kvinnor","F byggindustri","totalt",53,57,59,64,67,58,61,66,70,72
"1861 Hallsberg","kvinnor","F byggindustri","inrikes född",50,53,56,58,60,53,56,60,61,63
"1861 Hallsberg","kvinnor","F byggindustri","utrikes född",4,7,3,5,7,5,4,5,9,9
"1861 Hallsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",531,558,627,613,580,406,407,428,427,412
"1861 Hallsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",490,517,580,567,534,376,378,397,392,378
"1861 Hallsberg","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",42,41,46,47,46,29,29,32,35,35
"1861 Hallsberg","kvinnor","H transport- och magasineringsföretag","totalt",407,417,406,413,394,191,198,207,205,193
"1861 Hallsberg","kvinnor","H transport- och magasineringsföretag","inrikes född",352,355,339,347,335,152,155,153,154,149
"1861 Hallsberg","kvinnor","H transport- och magasineringsföretag","utrikes född",55,62,67,65,60,40,44,54,49,44
"1861 Hallsberg","kvinnor","I hotell och restauranger","totalt",49,54,59,64,65,85,83,96,97,101
"1861 Hallsberg","kvinnor","I hotell och restauranger","inrikes född",27,32,32,34,34,53,55,59,60,65
"1861 Hallsberg","kvinnor","I hotell och restauranger","utrikes född",22,21,27,30,31,32,29,37,36,38
"1861 Hallsberg","kvinnor","J informations- och kommunikationsföretag","totalt",10,11,10,11,11,25,29,27,30,35
"1861 Hallsberg","kvinnor","J informations- och kommunikationsföretag","inrikes född",10,11,10,11,11,25,28,27,30,35
"1861 Hallsberg","kvinnor","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,0,0,0,0,0,0
"1861 Hallsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",11,9,2,0,0,8,9,10,11,14
"1861 Hallsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",9,9,2,0,0,7,8,6,10,12
"1861 Hallsberg","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,2,3,3,3,3
"1861 Hallsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",51,45,41,37,34,54,50,47,45,41
"1861 Hallsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",44,37,34,30,29,49,45,41,38,36
"1861 Hallsberg","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",7,8,6,6,4,6,6,5,5,6
"1861 Hallsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",158,162,166,158,163,264,269,281,292,291
"1861 Hallsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",122,125,130,118,123,218,222,225,226,224
"1861 Hallsberg","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",35,38,37,41,41,46,46,57,67,67
"1861 Hallsberg","kvinnor","O civila myndigheter och försvaret","totalt",182,185,183,186,178,238,248,252,256,277
"1861 Hallsberg","kvinnor","O civila myndigheter och försvaret","inrikes född",167,169,161,167,162,212,226,227,229,248
"1861 Hallsberg","kvinnor","O civila myndigheter och försvaret","utrikes född",15,16,20,19,15,26,22,25,28,30
"1861 Hallsberg","kvinnor","P utbildningsväsendet","totalt",718,723,742,744,727,543,552,581,587,574
"1861 Hallsberg","kvinnor","P utbildningsväsendet","inrikes född",633,625,629,620,609,473,470,484,480,469
"1861 Hallsberg","kvinnor","P utbildningsväsendet","utrikes född",83,97,113,123,117,71,81,97,107,106
"1861 Hallsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",768,796,754,729,809,924,950,981,998,1030
"1861 Hallsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",606,620,559,519,570,742,749,753,753,765
"1861 Hallsberg","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",160,176,194,210,240,183,201,229,246,266
"1861 Hallsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",116,106,108,111,114,145,130,137,142,147
"1861 Hallsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",100,92,93,96,98,122,109,115,120,124
"1861 Hallsberg","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",15,14,16,14,16,22,21,21,21,24
"1861 Hallsberg","kvinnor","US uppgift saknas","totalt",76,80,76,55,5,77,81,79,60,8
"1861 Hallsberg","kvinnor","US uppgift saknas","inrikes född",61,62,58,41,5,61,64,61,46,5
"1861 Hallsberg","kvinnor","US uppgift saknas","utrikes född",16,19,19,13,0,16,18,19,13,2
"1861 Hallsberg","totalt","A-U+US Total","totalt",7942,8040,8150,8153,8001,7393,7537,7832,7885,7766
"1861 Hallsberg","totalt","A-U+US Total","inrikes född",6804,6830,6817,6769,6601,6209,6264,6379,6360,6272
"1861 Hallsberg","totalt","A-U+US Total","utrikes född",1138,1209,1333,1385,1399,1184,1274,1452,1524,1493
"1861 Hallsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",248,236,223,223,228,241,231,225,225,229
"1861 Hallsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",230,221,207,201,200,224,218,212,211,205
"1861 Hallsberg","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",18,15,17,22,28,19,13,13,14,22
"1861 Hallsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",1354,1351,1441,1553,1512,1125,1128,1186,1227,1203
"1861 Hallsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",1184,1166,1214,1284,1250,947,939,968,983,976
"1861 Hallsberg","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",171,185,226,269,263,179,189,219,244,227
"1861 Hallsberg","totalt","D+E företag inom energi och miljö","totalt",65,74,75,70,78,77,83,93,95,93
"1861 Hallsberg","totalt","D+E företag inom energi och miljö","inrikes född",61,69,70,65,76,72,77,84,86,85
"1861 Hallsberg","totalt","D+E företag inom energi och miljö","utrikes född",3,5,5,5,3,3,7,9,10,8
"1861 Hallsberg","totalt","F byggindustri","totalt",629,612,614,628,603,712,728,768,785,754
"1861 Hallsberg","totalt","F byggindustri","inrikes född",571,563,562,570,545,637,640,656,651,630
"1861 Hallsberg","totalt","F byggindustri","utrikes född",58,50,51,58,59,74,88,113,135,124
"1861 Hallsberg","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",1374,1430,1567,1547,1478,1002,1025,1083,1082,1041
