"region","näringsgren SNI 2007","kön","Antal 2008","Antal 2009","Antal 2010","Antal 2011","Antal 2012","Antal 2013","Antal 2014","Antal 2015","Antal 2016","Antal 2017","Antal 2018"
"08 Kalmar län","F byggverksamhet","män",6415,6488,6631,6832,6787,6760,6740,6813,6910,6896,7238
"08 Kalmar län","F byggverksamhet","kvinnor",500,458,476,471,488,498,561,531,568,541,605
"08 Kalmar län","G handel","män",5610,5411,5547,5596,5595,5659,5535,5574,5689,5850,5850
"08 Kalmar län","G handel","kvinnor",5381,5138,5264,5121,5259,5166,5096,5129,5268,5137,5047
"08 Kalmar län","H transport och magasinering","män",3785,3737,3741,3737,3698,3638,3526,3442,3527,3546,3593
"08 Kalmar län","H transport och magasinering","kvinnor",817,788,788,792,803,787,720,718,751,774,781
"08 Kalmar län","I hotell- och restaurangverksamhet","män",1205,1232,1280,1315,1386,1443,1450,1528,1622,1642,1659
"08 Kalmar län","I hotell- och restaurangverksamhet","kvinnor",1671,1715,1770,1738,1830,1913,1859,1856,1941,1864,1853
"08 Kalmar län","J information och kommunikation","män",1237,1144,1076,1097,1060,1055,1027,1066,1105,1165,1194
"08 Kalmar län","J information och kommunikation","kvinnor",703,673,637,655,600,526,476,459,478,452,429
"08 Kalmar län","K finans- och försäkringsverksamhet","män",426,419,421,443,456,444,441,437,425,393,390
"08 Kalmar län","K finans- och försäkringsverksamhet","kvinnor",580,529,531,537,538,530,518,509,483,491,478
"08 Kalmar län","L fastighetsverksamhet","män",929,1006,1012,1016,1079,1099,1073,1123,1158,1173,1120
"08 Kalmar län","L fastighetsverksamhet","kvinnor",476,505,543,542,580,582,568,614,602,545,589
"08 Kalmar län","M+N företagstjänster","män",3910,3904,4273,4560,4648,5055,5164,5263,5606,5762,5438
"08 Kalmar län","M+N företagstjänster","kvinnor",3201,3279,3456,3466,3440,3724,3705,3750,3774,3871,3806
"08 Kalmar län","O offentlig förvaltning och försvar","män",2119,2151,2130,2113,2171,2189,2226,2195,2279,2403,2563
"08 Kalmar län","O offentlig förvaltning och försvar","kvinnor",2720,2747,2791,2835,3008,3069,3194,3147,3354,3554,3808
"08 Kalmar län","P utbildning ","män",2767,2701,2622,2591,2673,2612,2646,2705,2944,2900,2880
"08 Kalmar län","P utbildning ","kvinnor",8404,8162,8197,8194,8282,8295,8403,8488,9136,9113,9217
"08 Kalmar län","Q vård och omsorg; sociala tjänster","män",2844,2962,3029,3081,3155,3312,3503,3675,3870,3933,3985
"08 Kalmar län","Q vård och omsorg; sociala tjänster","kvinnor",16325,16344,16646,16726,16661,16671,16840,17030,17181,17185,17046
"08 Kalmar län","R+S+T+U kulturella och personliga tjänster m.m.","män",1610,1629,1651,1666,1728,1792,1768,1767,1786,1755,1801
"08 Kalmar län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2126,2055,2140,2191,2214,2344,2355,2384,2424,2417,2449
"08 Kalmar län","00 okänd verksamhet","män",881,778,774,753,723,694,712,759,727,754,793
"08 Kalmar län","00 okänd verksamhet","kvinnor",1140,934,1057,1087,1143,1174,1181,1208,1191,1147,1033
"09 Gotlands län","A jordbruk, skogsbruk och fiske","män",1244,1245,1286,1439,1436,1436,1437,1389,1360,1359,1273
"09 Gotlands län","A jordbruk, skogsbruk och fiske","kvinnor",236,263,278,340,356,366,383,355,353,347,358
"09 Gotlands län","B+C tillverkning och utvinning","män",1537,1374,1469,1502,1488,1444,1395,1383,1433,1398,1465
"09 Gotlands län","B+C tillverkning och utvinning","kvinnor",399,363,398,382,393,384,378,377,387,380,383
"09 Gotlands län","D+E energiförsörjning; miljöverksamhet","män",121,127,135,129,242,141,123,121,113,201,192
"09 Gotlands län","D+E energiförsörjning; miljöverksamhet","kvinnor",21,22,21,22,43,26,24,39,35,51,55
"09 Gotlands län","F byggverksamhet","män",2014,2066,2097,2228,2232,2230,2205,2279,2309,2336,2396
"09 Gotlands län","F byggverksamhet","kvinnor",144,153,156,186,183,171,175,168,164,172,186
"09 Gotlands län","G handel","män",1305,1306,1320,1331,1317,1313,1410,1393,1361,1388,1398
"09 Gotlands län","G handel","kvinnor",1134,1146,1154,1171,1198,1186,1196,1197,1223,1207,1189
"09 Gotlands län","H transport och magasinering","män",931,926,945,976,957,924,926,931,934,936,959
"09 Gotlands län","H transport och magasinering","kvinnor",293,298,279,284,285,273,279,263,270,273,277
"09 Gotlands län","I hotell- och restaurangverksamhet","män",535,512,584,552,593,609,664,679,660,693,738
"09 Gotlands län","I hotell- och restaurangverksamhet","kvinnor",627,629,666,634,682,730,739,806,814,799,802
"09 Gotlands län","J information och kommunikation","män",253,253,237,259,256,258,245,254,259,269,266
"09 Gotlands län","J information och kommunikation","kvinnor",116,105,101,104,109,107,114,98,111,110,114
"09 Gotlands län","K finans- och försäkringsverksamhet","män",277,272,295,297,267,276,267,270,261,273,284
"09 Gotlands län","K finans- och försäkringsverksamhet","kvinnor",379,367,404,382,359,378,356,347,313,328,343
"09 Gotlands län","L fastighetsverksamhet","män",302,294,295,306,324,297,271,267,331,315,317
"09 Gotlands län","L fastighetsverksamhet","kvinnor",130,128,119,134,135,133,93,113,123,127,126
"09 Gotlands län","M+N företagstjänster","män",919,942,944,1004,896,1014,1018,1053,1054,1072,1065
"09 Gotlands län","M+N företagstjänster","kvinnor",806,799,822,818,788,774,775,765,762,753,741
"09 Gotlands län","O offentlig förvaltning och försvar","män",915,947,912,943,911,891,949,962,979,1151,1293
"09 Gotlands län","O offentlig förvaltning och försvar","kvinnor",1306,1224,1256,1350,1310,1308,1380,1403,1520,1560,1704
"09 Gotlands län","P utbildning ","män",803,806,748,735,704,677,678,715,727,737,736
"09 Gotlands län","P utbildning ","kvinnor",2120,2146,2048,1989,2044,2055,2040,2095,2098,2155,2129
"09 Gotlands län","Q vård och omsorg; sociala tjänster","män",843,830,843,846,864,886,910,974,1024,989,992
"09 Gotlands län","Q vård och omsorg; sociala tjänster","kvinnor",3860,3713,3724,3811,3825,3794,3849,3919,3936,3914,3967
"09 Gotlands län","R+S+T+U kulturella och personliga tjänster m.m.","män",768,791,802,845,837,817,802,806,817,806,808
"09 Gotlands län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",812,822,867,878,857,827,858,877,869,841,884
"09 Gotlands län","00 okänd verksamhet","män",280,269,250,263,239,269,248,250,228,272,266
"09 Gotlands län","00 okänd verksamhet","kvinnor",434,491,555,604,587,606,597,531,512,561,516
"10 Blekinge län","A jordbruk, skogsbruk och fiske","män",1356,1341,1386,1694,1651,1675,1670,1604,1553,1541,1497
"10 Blekinge län","A jordbruk, skogsbruk och fiske","kvinnor",238,279,315,426,421,451,457,439,397,398,382
"10 Blekinge län","B+C tillverkning och utvinning","män",11360,9944,10014,10336,10009,9954,9826,9795,9361,9634,9508
"10 Blekinge län","B+C tillverkning och utvinning","kvinnor",2870,2471,2444,2494,2432,2447,2416,2398,2239,2369,2321
"10 Blekinge län","D+E energiförsörjning; miljöverksamhet","män",652,633,629,643,647,639,616,609,610,608,624
"10 Blekinge län","D+E energiförsörjning; miljöverksamhet","kvinnor",182,174,187,190,185,177,166,165,179,184,180
"10 Blekinge län","F byggverksamhet","män",3939,3797,3907,4009,3962,3978,3947,4120,4193,4353,4281
"10 Blekinge län","F byggverksamhet","kvinnor",342,310,318,344,353,305,297,324,320,356,354
"10 Blekinge län","G handel","män",3092,3017,3067,3111,3034,2995,2988,2937,3044,3035,3147
"10 Blekinge län","G handel","kvinnor",2759,2682,2662,2681,2699,2598,2567,2610,2620,2612,2552
"10 Blekinge län","H transport och magasinering","män",2005,1935,1890,1886,1844,1817,1849,1825,1800,1961,2059
"10 Blekinge län","H transport och magasinering","kvinnor",467,436,445,449,426,405,462,447,464,470,478
"10 Blekinge län","I hotell- och restaurangverksamhet","män",606,648,694,678,702,730,759,845,826,902,931
"10 Blekinge län","I hotell- och restaurangverksamhet","kvinnor",784,877,961,964,989,993,995,1015,1029,996,959
"10 Blekinge län","J information och kommunikation","män",1382,1341,1299,1334,1291,1284,1296,1315,1952,1975,1959
"10 Blekinge län","J information och kommunikation","kvinnor",785,741,708,692,678,629,617,616,734,693,637
"10 Blekinge län","K finans- och försäkringsverksamhet","män",219,231,227,198,209,203,207,201,187,190,203
"10 Blekinge län","K finans- och försäkringsverksamhet","kvinnor",355,331,330,312,306,302,306,292,296,291,299
"10 Blekinge län","L fastighetsverksamhet","män",679,703,719,694,696,708,692,744,715,737,730
"10 Blekinge län","L fastighetsverksamhet","kvinnor",282,286,284,287,294,303,276,291,286,303,302
"10 Blekinge län","M+N företagstjänster","män",3060,2912,2826,3080,3286,3247,3151,3320,3558,3638,3633
"10 Blekinge län","M+N företagstjänster","kvinnor",2574,2587,2497,2597,2969,2768,2734,2723,2887,2914,2818
"10 Blekinge län","O offentlig förvaltning och försvar","män",3686,3591,3725,3626,3494,3549,3455,3421,3534,3615,3633
"10 Blekinge län","O offentlig förvaltning och försvar","kvinnor",2357,2427,2594,2488,2534,2689,2606,2601,2473,2614,2703
"10 Blekinge län","P utbildning ","män",1718,1717,1714,1690,1652,1662,1735,1796,2029,2073,2100
"10 Blekinge län","P utbildning ","kvinnor",5470,5306,5423,5404,5337,5429,5483,5590,6038,6116,6123
"10 Blekinge län","Q vård och omsorg; sociala tjänster","män",1642,1570,1641,1647,1674,1837,2062,2193,2546,2584,2577
"10 Blekinge län","Q vård och omsorg; sociala tjänster","kvinnor",10715,10279,10500,10417,10228,10589,10822,11027,11533,11429,11365
"10 Blekinge län","R+S+T+U kulturella och personliga tjänster m.m.","män",942,981,984,979,1069,1114,1083,1058,1048,1013,1036
"10 Blekinge län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",1287,1268,1326,1323,1345,1371,1339,1343,1371,1359,1393
"10 Blekinge län","00 okänd verksamhet","män",394,406,379,408,445,501,505,455,450,568,549
"10 Blekinge län","00 okänd verksamhet","kvinnor",539,543,474,570,568,594,682,674,651,769,778
"12 Skåne län","A jordbruk, skogsbruk och fiske","män",7946,7965,8277,9420,9416,9407,9336,9115,8775,8748,8370
"12 Skåne län","A jordbruk, skogsbruk och fiske","kvinnor",2513,2524,2648,3086,3184,3253,3307,3343,3279,3391,3278
"12 Skåne län","B+C tillverkning och utvinning","män",53576,48770,47494,47064,45882,44501,44294,43393,42950,42603,42674
"12 Skåne län","B+C tillverkning och utvinning","kvinnor",19177,17449,16712,16153,15567,15114,15312,14734,14621,14518,14535
"12 Skåne län","D+E energiförsörjning; miljöverksamhet","män",3952,3849,3830,4040,4073,4052,4166,4252,4291,4242,4365
"12 Skåne län","D+E energiförsörjning; miljöverksamhet","kvinnor",1306,1312,1294,1368,1406,1374,1409,1421,1482,1526,1588
"12 Skåne län","F byggverksamhet","män",34712,33239,34867,36648,36454,36021,36252,37268,38606,39788,41048
"12 Skåne län","F byggverksamhet","kvinnor",3194,3022,3143,3454,3554,3491,3570,3749,3946,4165,4550
"12 Skåne län","G handel","män",41380,40023,41481,43486,43870,44092,43943,44875,45843,46449,47013
"12 Skåne län","G handel","kvinnor",32611,31935,33222,33534,34039,34377,33757,34567,34894,35140,35535
"12 Skåne län","H transport och magasinering","män",22322,21530,22073,22316,21943,22115,22076,22098,22223,22645,23035
"12 Skåne län","H transport och magasinering","kvinnor",6580,6284,6315,6391,6181,6189,6105,6017,6063,6152,6273
"12 Skåne län","I hotell- och restaurangverksamhet","män",6635,6829,7347,7493,8051,8513,8696,9077,9235,9695,9857
"12 Skåne län","I hotell- och restaurangverksamhet","kvinnor",7938,8205,8805,8618,9140,9236,9162,9548,9873,9804,9737
"12 Skåne län","J information och kommunikation","män",12071,12918,12582,12701,12817,12985,13326,13511,14601,15535,16337
"12 Skåne län","J information och kommunikation","kvinnor",5235,5223,5159,5241,5213,5207,5114,5156,5389,5531,5787
"12 Skåne län","K finans- och försäkringsverksamhet","män",3656,3602,3654,3686,3620,3724,3824,3824,3874,3857,3964
"12 Skåne län","K finans- och försäkringsverksamhet","kvinnor",4418,4189,4125,4033,4016,4095,4114,4093,4153,4064,4137
"12 Skåne län","L fastighetsverksamhet","män",5415,5487,5465,5655,5769,6023,6189,6353,6428,6698,6698
"12 Skåne län","L fastighetsverksamhet","kvinnor",3251,3204,3368,3517,3569,3621,3851,4043,4131,4377,4377
"12 Skåne län","M+N företagstjänster","män",34860,33369,35938,37305,37895,37863,38176,39452,39327,40813,41702
"12 Skåne län","M+N företagstjänster","kvinnor",25244,24967,27192,27623,28555,28125,28235,29268,29481,30244,31078
"12 Skåne län","O offentlig förvaltning och försvar","män",10894,10821,10803,11121,11204,11810,11668,11531,11811,12231,13077
"12 Skåne län","O offentlig förvaltning och försvar","kvinnor",14352,14297,14727,15479,15757,16416,16281,16720,17749,18836,20701
"12 Skåne län","P utbildning ","män",14091,14244,14606,15244,15790,16517,17016,17421,18744,19208,19742
"12 Skåne län","P utbildning ","kvinnor",43556,42928,43910,45061,46025,47288,48091,49186,51221,52803,53179
"12 Skåne län","Q vård och omsorg; sociala tjänster","män",14296,14549,14930,15336,15726,16519,17513,18902,20642,20632,20812
"12 Skåne län","Q vård och omsorg; sociala tjänster","kvinnor",73363,72708,73359,73840,75023,76025,77800,79774,82361,81864,81417
"12 Skåne län","R+S+T+U kulturella och personliga tjänster m.m.","män",9401,9616,9592,10024,10420,10733,10914,10978,11122,11145,11080
"12 Skåne län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",12405,12767,13089,13391,13965,14266,14564,14710,14891,15217,15031
"12 Skåne län","00 okänd verksamhet","män",2662,2322,2651,2706,2768,2740,2900,2826,2567,2733,2492
"12 Skåne län","00 okänd verksamhet","kvinnor",3677,3421,4936,5043,5013,4838,4599,4617,4243,4451,4080
"13 Hallands län","A jordbruk, skogsbruk och fiske","män",2753,2793,2866,3494,3368,3315,3272,3207,3090,3137,3030
"13 Hallands län","A jordbruk, skogsbruk och fiske","kvinnor",727,789,843,1058,1036,1037,1045,1033,975,1034,997
"13 Hallands län","B+C tillverkning och utvinning","män",14686,13243,13176,13485,13193,12569,12248,12426,12286,12447,12539
"13 Hallands län","B+C tillverkning och utvinning","kvinnor",4469,3980,4045,4157,4071,3926,3786,3832,3860,3964,3983
"13 Hallands län","D+E energiförsörjning; miljöverksamhet","män",2340,2366,2349,2353,2398,2367,2316,2378,2336,2289,2334
"13 Hallands län","D+E energiförsörjning; miljöverksamhet","kvinnor",648,672,647,645,664,674,690,711,679,664,691
"13 Hallands län","F byggverksamhet","män",8869,8894,9262,9779,9887,9929,10037,10443,10854,11190,11490
"13 Hallands län","F byggverksamhet","kvinnor",683,681,718,746,793,793,829,846,962,1009,1031
"13 Hallands län","G handel","män",9992,9785,10328,10714,10725,10821,11080,11058,11307,11314,11370
"13 Hallands län","G handel","kvinnor",8963,8689,9205,9286,9518,9509,9553,9569,9686,9667,9890
"13 Hallands län","H transport och magasinering","män",4642,4504,4632,4755,4886,4800,4745,4598,4743,4815,4775
"13 Hallands län","H transport och magasinering","kvinnor",1147,1018,1043,1129,1316,1329,1296,1229,1280,1297,1325
"13 Hallands län","I hotell- och restaurangverksamhet","män",1434,1479,1621,1667,1776,1859,1915,2017,2124,2196,2260
"13 Hallands län","I hotell- och restaurangverksamhet","kvinnor",2274,2474,2577,2477,2782,2876,2908,2949,2939,2880,2890
"13 Hallands län","J information och kommunikation","män",1149,1160,1162,1226,1221,1248,1288,1268,1292,1386,1402
"13 Hallands län","J information och kommunikation","kvinnor",613,625,627,646,641,630,604,579,559,569,551
"13 Hallands län","K finans- och försäkringsverksamhet","män",629,634,630,623,632,658,637,689,687,697,721
"13 Hallands län","K finans- och försäkringsverksamhet","kvinnor",954,941,908,906,881,891,871,903,896,909,963
"13 Hallands län","L fastighetsverksamhet","män",1137,1214,1224,1184,1214,1262,1337,1319,1375,1277,1276
"13 Hallands län","L fastighetsverksamhet","kvinnor",663,651,681,637,670,721,812,836,943,851,845
"13 Hallands län","M+N företagstjänster","män",5205,4980,5602,6243,6189,6204,6486,6776,6807,7313,7260
"13 Hallands län","M+N företagstjänster","kvinnor",4138,4031,4347,4715,4731,4800,4981,5005,5093,5407,5413
"13 Hallands län","O offentlig förvaltning och försvar","män",2228,2274,2314,2526,2476,2578,2624,2661,2668,2744,2847
"13 Hallands län","O offentlig förvaltning och försvar","kvinnor",2907,2856,2943,3185,3221,3370,3474,3583,3661,3852,3869
"13 Hallands län","P utbildning ","män",3439,3399,3403,3509,3535,3504,3515,3644,3849,3953,3939
"13 Hallands län","P utbildning ","kvinnor",11420,11082,11354,11505,11688,11559,11680,12027,12456,12908,12965
"13 Hallands län","Q vård och omsorg; sociala tjänster","män",2936,2963,3039,3086,3295,3406,3518,3707,4052,4254,4305
"13 Hallands län","Q vård och omsorg; sociala tjänster","kvinnor",18197,18133,18361,18335,18906,19162,19397,19438,19938,20328,20153
"13 Hallands län","R+S+T+U kulturella och personliga tjänster m.m.","män",1922,1928,1951,2013,2178,2250,2306,2303,2331,2330,2331
"13 Hallands län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2902,2919,2977,3004,3161,3319,3332,3345,3382,3359,3486
"13 Hallands län","00 okänd verksamhet","män",859,800,741,688,752,789,760,778,765,686,730
"13 Hallands län","00 okänd verksamhet","kvinnor",1315,1196,1230,1463,1413,1385,1396,1483,1512,1255,1326
"14 Västra Götalands län","A jordbruk, skogsbruk och fiske","män",7982,8258,8776,10992,10848,10730,10686,10595,10358,10359,10077
"14 Västra Götalands län","A jordbruk, skogsbruk och fiske","kvinnor",2021,2116,2247,3015,3099,3201,3191,3199,2974,3103,2992
"14 Västra Götalands län","B+C tillverkning och utvinning","män",103375,92633,92136,92601,90256,88078,86551,87801,87789,88626,89960
"14 Västra Götalands län","B+C tillverkning och utvinning","kvinnor",35206,31136,30826,31042,30543,29620,29016,29487,29964,29595,30678
"14 Västra Götalands län","D+E energiförsörjning; miljöverksamhet","män",5243,5365,5455,5472,5602,5737,5855,5841,5887,6021,6106
"14 Västra Götalands län","D+E energiförsörjning; miljöverksamhet","kvinnor",1531,1549,1559,1626,1661,1722,1788,1823,1881,1927,1947
"14 Västra Götalands län","F byggverksamhet","män",44919,43873,45825,47681,48127,48137,49070,50400,51935,53435,54534
"14 Västra Götalands län","F byggverksamhet","kvinnor",3716,3647,3892,4140,4321,4395,4485,4800,5129,5464,5862
"14 Västra Götalands län","G handel","män",53763,52184,53878,54896,54921,55273,55808,56162,56942,57844,58613
"14 Västra Götalands län","G handel","kvinnor",45451,44125,45601,45664,46329,46571,46745,46837,47434,47842,48327
"14 Västra Götalands län","H transport och magasinering","män",31479,29891,30241,31273,31299,31369,31130,31177,31283,31881,32247
"14 Västra Götalands län","H transport och magasinering","kvinnor",10964,10280,10291,10507,10389,10220,10038,9968,9831,9973,9995
"14 Västra Götalands län","I hotell- och restaurangverksamhet","män",9506,9616,10235,10639,11335,12026,12444,12509,13032,13453,13483
"14 Västra Götalands län","I hotell- och restaurangverksamhet","kvinnor",12228,12527,13161,13115,14032,14607,14914,14641,14767,14438,14161
"14 Västra Götalands län","J information och kommunikation","män",16778,16180,16308,17115,17856,18456,18694,18771,21020,21787,23151
"14 Västra Götalands län","J information och kommunikation","kvinnor",6941,6463,6480,6707,6756,6745,6694,6626,7348,7597,8102
"14 Västra Götalands län","K finans- och försäkringsverksamhet","män",4371,4271,4284,4278,4300,4299,4296,4404,4586,4637,4638
"14 Västra Götalands län","K finans- och försäkringsverksamhet","kvinnor",5903,5743,5653,5582,5561,5492,5480,5508,5541,5624,5560
"14 Västra Götalands län","L fastighetsverksamhet","män",7141,7292,7452,7714,7771,8335,8111,8279,8413,8453,8494
"14 Västra Götalands län","L fastighetsverksamhet","kvinnor",4188,4251,4513,4606,4563,4975,4891,5046,5223,5420,5602
"14 Västra Götalands län","M+N företagstjänster","män",45643,43319,45504,49341,50864,51754,52705,55889,58013,62225,64370
"14 Västra Götalands län","M+N företagstjänster","kvinnor",32967,31288,32705,34589,36613,36433,36668,38832,40113,43045,44948
"14 Västra Götalands län","O offentlig förvaltning och försvar","män",16091,15542,16290,16926,16924,17702,18014,17815,18598,19063,19738
"14 Västra Götalands län","O offentlig förvaltning och försvar","kvinnor",21165,21089,21758,22277,22865,23562,23928,24504,25952,27376,28980
"14 Västra Götalands län","P utbildning ","män",17243,16980,18870,19046,19347,19887,20274,20726,22053,22702,22677
"14 Västra Götalands län","P utbildning ","kvinnor",57164,55589,57653,58206,58702,59659,60895,61837,64622,66730,67277
"14 Västra Götalands län","Q vård och omsorg; sociala tjänster","män",19299,19687,20369,20788,21635,22642,23464,25125,27280,27582,27279
"14 Västra Götalands län","Q vård och omsorg; sociala tjänster","kvinnor",103201,102436,104124,104030,105913,106875,107858,110606,113555,113215,111995
"14 Västra Götalands län","R+S+T+U kulturella och personliga tjänster m.m.","män",12748,13109,13020,13433,13800,13729,13686,13895,13898,13996,14064
"14 Västra Götalands län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",17149,17362,17866,18215,18810,19024,19030,19415,19657,19816,19838
"14 Västra Götalands län","00 okänd verksamhet","män",3975,3799,3378,3899,4431,3655,3735,3866,3564,3413,3271
"14 Västra Götalands län","00 okänd verksamhet","kvinnor",4165,3932,3741,5048,4850,5098,5136,5529,5308,4787,4616
"17 Värmlands län","A jordbruk, skogsbruk och fiske","män",2493,2628,2713,3526,3516,3580,3583,3566,3427,3496,3383
"17 Värmlands län","A jordbruk, skogsbruk och fiske","kvinnor",557,613,652,1098,1113,1155,1137,1164,1060,1135,1032
"17 Värmlands län","B+C tillverkning och utvinning","män",17798,15196,15702,15974,15753,14802,14235,13933,14043,14104,14055
"17 Värmlands län","B+C tillverkning och utvinning","kvinnor",4416,3820,3817,3799,3830,3651,3532,3467,3468,3444,3476
"17 Värmlands län","D+E energiförsörjning; miljöverksamhet","män",1136,1059,1072,997,1028,1035,977,988,955,965,1033
"17 Värmlands län","D+E energiförsörjning; miljöverksamhet","kvinnor",204,207,196,187,190,199,200,200,206,202,224
"17 Värmlands län","F byggverksamhet","män",7497,7257,7621,7811,7802,7950,8049,8290,8627,9212,9473
"17 Värmlands län","F byggverksamhet","kvinnor",550,442,466,485,481,482,519,574,603,658,685
"17 Värmlands län","G handel","män",7699,7416,7486,7697,7759,7828,7868,7891,7856,7774,7915
"17 Värmlands län","G handel","kvinnor",6623,6329,6462,6540,6704,6699,6669,6702,6583,6524,6530
"17 Värmlands län","H transport och magasinering","män",4246,4108,4199,4268,4096,4185,4089,4156,4234,4256,4220
"17 Värmlands län","H transport och magasinering","kvinnor",1032,962,1064,1069,1016,1055,1012,1008,1016,1078,1113
"17 Värmlands län","I hotell- och restaurangverksamhet","män",1181,1215,1298,1337,1398,1456,1483,1566,1674,1743,1837
"17 Värmlands län","I hotell- och restaurangverksamhet","kvinnor",1882,1901,2074,1984,2145,2235,2124,2157,2183,2111,2115
"17 Värmlands län","J information och kommunikation","män",1962,1907,1877,2023,2159,2106,2130,2118,2050,2114,2111
"17 Värmlands län","J information och kommunikation","kvinnor",810,766,728,737,797,776,760,711,666,652,640
"17 Värmlands län","K finans- och försäkringsverksamhet","män",536,545,530,505,490,496,482,477,480,474,461
"17 Värmlands län","K finans- och försäkringsverksamhet","kvinnor",703,675,686,624,610,640,608,626,611,601,602
"17 Värmlands län","L fastighetsverksamhet","män",1102,1197,1131,1231,1270,1385,1324,1415,1375,1384,1424
"17 Värmlands län","L fastighetsverksamhet","kvinnor",626,560,536,611,659,704,703,726,742,773,880
"17 Värmlands län","M+N företagstjänster","män",5480,5133,5426,5825,5810,5898,6008,6318,6358,6652,6874
"17 Värmlands län","M+N företagstjänster","kvinnor",3910,3772,3952,4201,4274,4334,4322,4449,4451,4597,4602
"17 Värmlands län","O offentlig förvaltning och försvar","män",2789,2993,2806,2851,2808,2757,2843,2809,2837,2857,2912
"17 Värmlands län","O offentlig förvaltning och försvar","kvinnor",3852,3904,3997,4096,4157,4198,4305,4379,4624,4667,4721
"17 Värmlands län","P utbildning ","män",3080,3061,3029,3007,3038,3014,3006,3008,3297,3355,3452
"17 Värmlands län","P utbildning ","kvinnor",9465,9203,9258,9332,9354,9399,9434,9630,10263,10463,10679
"17 Värmlands län","Q vård och omsorg; sociala tjänster","män",2907,2874,2992,3013,3062,3298,3398,3759,4096,4104,4102
"17 Värmlands län","Q vård och omsorg; sociala tjänster","kvinnor",18444,17961,18459,18350,18523,18562,18684,19257,19799,19812,19653
"17 Värmlands län","R+S+T+U kulturella och personliga tjänster m.m.","män",2260,2252,2252,2283,2276,2216,2157,2106,2127,2154,2144
"17 Värmlands län","R+S+T+U kulturella och personliga tjänster m.m.","kvinnor",2929,2969,3042,3105,3094,3109,3106,3139,3115,3097,3196
"17 Värmlands län","00 okänd verksamhet","män",804,807,785,965,975,947,940,877,740,926,1032
"17 Värmlands län","00 okänd verksamhet","kvinnor",929,939,956,1237,1294,1261,1350,1265,994,1230,1201
"18 Örebro län","A jordbruk, skogsbruk och fiske","män",1961,1938,2023,2463,2446,2469,2439,2374,2307,2262,2195
"18 Örebro län","A jordbruk, skogsbruk och fiske","kvinnor",432,416,458,637,664,686,688,668,620,644,662
"18 Örebro län","B+C tillverkning och utvinning","män",18415,16070,16109,16766,16611,16054,15509,15335,15535,15567,15940
"18 Örebro län","B+C tillverkning och utvinning","kvinnor",5347,4684,4681,4915,4949,4654,4514,4382,4410,4523,4703
"18 Örebro län","D+E energiförsörjning; miljöverksamhet","män",992,944,947,929,949,937,984,974,952,933,954
"18 Örebro län","D+E energiförsörjning; miljöverksamhet","kvinnor",251,225,242,248,236,231,248,270,287,268,290
"18 Örebro län","F byggverksamhet","män",8005,7945,8168,8519,8376,8334,8572,8814,9331,9802,9989
"18 Örebro län","F byggverksamhet","kvinnor",631,604,623,683,657,646,685,714,764,912,980
"18 Örebro län","G handel","män",8840,8391,8879,9018,8902,9029,9043,8976,9120,9184,9298
"18 Örebro län","G handel","kvinnor",6525,6236,6396,6514,6488,6575,6464,6423,6513,6577,6462
"18 Örebro län","H transport och magasinering","män",4973,4843,4922,4937,5110,5201,5171,5276,5342,5444,5460
"18 Örebro län","H transport och magasinering","kvinnor",1303,1256,1254,1282,1279,1372,1407,1470,1434,1431,1507
"18 Örebro län","I hotell- och restaurangverksamhet","män",1271,1271,1396,1465,1549,1636,1651,1774,1865,1944,1929
"18 Örebro län","I hotell- och restaurangverksamhet","kvinnor",1786,1801,1934,1950,2086,2143,2116,2184,2224,2188,2095
"18 Örebro län","J information och kommunikation","män",1753,1737,1709,1792,1881,1885,2069,2080,2079,2251,2274
"18 Örebro län","J information och kommunikation","kvinnor",728,667,644,640,714,719,738,716,779,752,799
"18 Örebro län","K finans- och försäkringsverksamhet","män",548,545,525,507,521,535,577,587,562,504,481
"18 Örebro län","K finans- och försäkringsverksamhet","kvinnor",644,618,606,594,614,606,616,608,579,522,511
"18 Örebro län","L fastighetsverksamhet","män",1271,1293,1331,1377,1301,1326,1357,1389,1435,1432,1481
"18 Örebro län","L fastighetsverksamhet","kvinnor",652,674,715,726,717,754,766,811,867,888,932
"18 Örebro län","M+N företagstjänster","män",5925,5490,5992,6335,6361,6223,6387,6647,6627,7089,7480
"18 Örebro län","M+N företagstjänster","kvinnor",5546,5096,5551,5607,5578,5299,5260,5379,5387,5482,5540
"18 Örebro län","O offentlig förvaltning och försvar","män",3199,3288,3285,3373,3501,3695,3669,3734,3983,4131,4228
"18 Örebro län","O offentlig förvaltning och försvar","kvinnor",4396,4497,4630,4723,4788,5023,5174,5286,5569,5825,5999
"18 Örebro län","P utbildning ","män",3663,3526,3605,3638,3643,3771,3745,3865,4047,4193,4297
"18 Örebro län","P utbildning ","kvinnor",10405,10302,10296,10162,10443,10510,10481,10804,11287,11684,11958
